cid,smiles,method,assigned_prototype,max_prototype_similarity,second_prototype_similarity,similarity_gap,known_additive_max_similarity,novelty_score,nearest_known_additive_index,nearest_known_additive_name,nearest_known_additive_smiles,nearest_known_additive_hybridization,nearest_known_additive_functional_groups,prototype_1_similarity,prototype_2_similarity,prototype_3_similarity,prototype_4_similarity,prototype_5_similarity,prototype_6_similarity,prototype_7_similarity
44557754,B1(OC(C(O1)(C)C)(C)C)C2=CNC(=C2)C(=O)OC,USL encoder only,6,0.07910133,0.06512523,0.013976105,0.34146341463414637,0.6585365853658536,59,DiOB-Py,CC1(OB(OC1(C)C)C1=CC=NC=C1)C,SP2,boronate (B-O),-0.13596566,0.06512523,-0.10454724,-0.0690379,0.028850377,0.07910133,0.01048961
49760440,B1(OC(C(O1)(C)C)(C)C)C2=CC(=NC=C2)C(=O)N,USL encoder only,6,0.09263584,0.06703186,0.02560398,0.4864864864864865,0.5135135135135135,59,DiOB-Py,CC1(OB(OC1(C)C)C1=CC=NC=C1)C,SP2,boronate (B-O),-0.13640256,0.06703186,-0.11787749,-0.064290166,0.04023785,0.09263584,-0.0041615004
17750517,B1(OC(C(O1)(C)C)(C)C)C2=CC(=NC=C2)C(=O)OC,USL encoder only,6,0.07993842,0.06786015,0.01207827,0.46153846153846156,0.5384615384615384,59,DiOB-Py,CC1(OB(OC1(C)C)C1=CC=NC=C1)C,SP2,boronate (B-O),-0.12371339,0.06786015,-0.100200355,-0.062398206,0.021906791,0.07993842,0.0044267387
15836633,B1(OC(C(O1)(C)C)(C)C)C2=CCCOC2,USL encoder only,6,0.073275775,0.07075524,0.0025205314,0.3333333333333333,0.6666666666666667,59,DiOB-Py,CC1(OB(OC1(C)C)C1=CC=NC=C1)C,SP2,boronate (B-O),-0.13812973,0.07075524,-0.11292408,-0.046371333,0.035735436,0.073275775,0.01818933
54775464,B1(OC(C(O1)(C)C)(C)C)C2=CN=C(C=C2)CN,USL encoder only,6,0.08396431,0.07035285,0.013611458,0.4444444444444444,0.5555555555555556,59,DiOB-Py,CC1(OB(OC1(C)C)C1=CC=NC=C1)C,SP2,boronate (B-O),-0.13214134,0.07035285,-0.10838121,-0.06416921,0.030419843,0.08396431,0.00046523914
17968052,B1(OC(C(O1)(C)C)(C)C)C2=CC=C(C=C2)C(=O)N3CCN(CC3)CC,USL encoder only,2,0.08142896,0.077761926,0.0036670342,0.41304347826086957,0.5869565217391304,116,DiOB-An,C(C)N(C1=CC=C(C=C1)B1OC(C(O1)(C)C)(C)C)CC,SP2,benzene ring; boronate (B-O),-0.1284945,0.08142896,-0.107674204,-0.05830452,0.028951883,0.077761926,0.01178216
74889742,B1(OC(C(O1)(C)C)(C)C)C2CCN(CC2)CC3=CC=CC=C3,USL encoder only,2,0.07907415,0.0715799,0.0074942484,0.26666666666666666,0.7333333333333334,32,DPD,CC1(COB(OC1)C1=CC=CC=C1)C,SP2,benzene ring; boronate (B-O),-0.12747672,0.07907415,-0.103924245,-0.05622802,0.029740306,0.0715799,0.014741563
45786429,B1(OC(C(O1)(C)C)(C)C)C2=CN=C(C=C2)C3CC3,USL encoder only,6,0.08590426,0.06757928,0.018324986,0.43243243243243246,0.5675675675675675,59,DiOB-Py,CC1(OB(OC1(C)C)C1=CC=NC=C1)C,SP2,boronate (B-O),-0.14153357,0.06757928,-0.11755573,-0.05879351,0.0393565,0.08590426,0.0075566107
46739724,B1(OC(C(O1)(C)C)(C)C)C2=CC(=CC=C2)C(=O)N3CCOCC3,USL encoder only,2,0.081989735,0.07639254,0.0055971965,0.32608695652173914,0.6739130434782609,59,DiOB-Py,CC1(OB(OC1(C)C)C1=CC=NC=C1)C,SP2,boronate (B-O),-0.12576845,0.081989735,-0.10616607,-0.05111303,0.030180592,0.07639254,0.009502063
45786065,B1(OC(C(O1)(C)C)(C)C)C2=NC=CC(=C2)OC3CCOC3,USL encoder only,2,0.079354905,0.071074806,0.008280098,0.3125,0.6875,59,DiOB-Py,CC1(OB(OC1(C)C)C1=CC=NC=C1)C,SP2,boronate (B-O),-0.13112839,0.079354905,-0.10167217,-0.0539373,0.030189084,0.071074806,0.014143967
53217139,B1(OC(C(O1)(C)C)(C)C)C2=CC(=C(N=C2)C(=O)OC)C,USL encoder only,6,0.08414219,0.06087287,0.023269322,0.3488372093023256,0.6511627906976745,59,DiOB-Py,CC1(OB(OC1(C)C)C1=CC=NC=C1)C,SP2,boronate (B-O),-0.13466424,0.06087287,-0.10864702,-0.0717015,0.030752035,0.08414219,0.008915797
2734772,B1(OC(C(O1)(C)C)(C)C)C2=CC3=C(C=C2)NC=C3,USL encoder only,6,0.081902735,0.072518975,0.00938376,0.40540540540540543,0.5945945945945945,59,DiOB-Py,CC1(OB(OC1(C)C)C1=CC=NC=C1)C,SP2,boronate (B-O),-0.13019703,0.072518975,-0.11485653,-0.06900731,0.033479437,0.081902735,-0.00020954851
45785843,B1(OC(C(O1)(C)C)(C)C)C2=NC(=CC=C2)OC3CCOC3,USL encoder only,2,0.08091308,0.071125,0.009788081,0.3191489361702128,0.6808510638297872,59,DiOB-Py,CC1(OB(OC1(C)C)C1=CC=NC=C1)C,SP2,boronate (B-O),-0.1309814,0.08091308,-0.10169545,-0.057092167,0.028077053,0.071125,0.013484469
