cid,doi,literature_type,formula,smile,fingerprint,topological,weight,heavy_atom,type,label
11480637,CN-114230593-A,patent,BF3H3O4P,B(F)(F)F.OP(=O)(O)O,00000371020039820000000000000000000000000000000000000000000000000000000000000400000008200000000000000000000000100040000000800000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,77.8,165.9814102,9,"LIB,SIB",1
11480637,CN-114605445-A,patent,BF3H3O4P,B(F)(F)F.OP(=O)(O)O,00000371020039820000000000000000000000000000000000000000000000000000000000000400000008200000000000000000000000100040000000800000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,77.8,165.9814102,9,LIB,1
11480637,CN-114605444-A,patent,BF3H3O4P,B(F)(F)F.OP(=O)(O)O,00000371020039820000000000000000000000000000000000000000000000000000000000000400000008200000000000000000000000100040000000800000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,77.8,165.9814102,9,LIB,1
11480637,CN-114605448-A,patent,BF3H3O4P,B(F)(F)F.OP(=O)(O)O,00000371020039820000000000000000000000000000000000000000000000000000000000000400000008200000000000000000000000100040000000800000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,77.8,165.9814102,9,LIB,1
11480637,CN-114573615-A,patent,BF3H3O4P,B(F)(F)F.OP(=O)(O)O,00000371020039820000000000000000000000000000000000000000000000000000000000000400000008200000000000000000000000100040000000800000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,77.8,165.9814102,9,LIB,1
16414270,US-2022216513-A1,patent,C9H14BF3O2,B1(OC(CC(O1)(C)C)C)C(=C)C(F)(F)F,00000371C2703180000000000000000000000000000000000000240000000000000000000000281B00000000000C54A080120200000000008000004200000000000000000000000000000000020000000000000500000000000000000C00000000000000000000000000000000000000000000,18.5,222.1038943,15,LIB,0
1598,US-10727534-B2,patent,C14H16BNO,B(C1=CC=CC=C1)(C2=CC=CC=C2)OCCN,00000371E2722000000000000000000000000000000000000000306000000000000000014000281E00100000000800E190063000804000008000204200000200002000000888800000880A20228011108020002090000888070000000000000000000000000000000000000000000000000000,35.3,225.1324943,17,MIB,0
1598,US-9480166-B2,patent,C14H16BNO,B(C1=CC=CC=C1)(C2=CC=CC=C2)OCCN,00000371E2722000000000000000000000000000000000000000306000000000000000014000281E00100000000800E190063000804000008000204200000200002000000888800000880A20228011108020002090000888070000000000000000000000000000000000000000000000000000,35.3,225.1324943,17,Other,0
46739009,CN-111146496-A,patent,C5H5BO5,B(C1=C(C=CO1)C(=O)O)(O)O,0000037182603800000000000000000000000000000120000000000000000000000000018000281A00000800000C00A09802300C80000640880228D288000208002420000888010608C80C27140C240A0259608560110031804300000800000000000000000000000000000000000000000000,90.9,156.0230034,11,LIB,0
22933063,WO-2012105578-A1,patent,C10H15BO3,B(O)(O)OC1=CC=C(C=C1)C(C)(C)C,00000371C2703000000000000000000000000000000000000000300000000000000000010000081A00000800000E0480980032068000000080022042000002000020200008880006088808262280111280300024C01108880780C0D00FA0000000000000004000000000000000000000000000,49.7,194.1114245,14,Other,-1
74888782,CN-111640954-A,patent,C8H11BO3,B(C1=C(C=C(C=C1)C)CO)(O)O,00000371C2703000000000000000000000000000000000000000300000000000000000010000281A00000800000C00A0980232008000020080022042000002000020000008880000088808362280111080700024C00108980780C0600E00000200000000000000040000000000000000000000,60.7,166.0801244,12,Other,0
83546,KR-20150053204-A,patent,BI3,B(I)(I)I,00000371020000000003000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.0,391.7227,4,Other,0
83546,CN-114883645-A,patent,BI3,B(I)(I)I,00000371020000000003000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.0,391.7227,4,Other,0
157274,KR-100788162-B1,patent,C8H10BNO3,B(C1=CC(=CC=C1)NC(=O)C)(O)O,00000371C2723000000000000000000000000000000000000000300000000000000000010000281E0010080000080881900032C082C00000880025525000820000210200088800006488082022C09191842008609400C8C8071000000000000000000000000000000000000000000000000000,69.6,179.0753733,13,LIB,0
157274,US-9480166-B2,patent,C8H10BNO3,B(C1=CC(=CC=C1)NC(=O)C)(O)O,00000371C2723000000000000000000000000000000000000000300000000000000000010000281E0010080000080881900032C082C00000880025525000820000210200088800006488082022C09191842008609400C8C8071000000000000000000000000000000000000000000000000000,69.6,179.0753733,13,Other,0
46870114,JP-2020529517-A,patent,BFeNd,[B].[Fe].[Nd],00000371020000000000002000000000020000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.0,208.85197,3,LIB,1
46870114,CN-114284530-A,patent,BFeNd,[B].[Fe].[Nd],00000371020000000000002000000000020000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.0,208.85197,3,Other,0
141024873,KR-20170115512-A,patent,C6H4BBr3O2,B(C1=CC(=C(C(=C1)Br)Br)Br)(O)O,000003718260300000180000000000000000000000000000000030000000000000000001000028180040080001A8008010003000800000008000204200000200002000040088000000A8082022801110802000208000088A170000000000000000002000010000000000400002000000000000,40.5,355.78545,12,LIB,1
141024873,KR-20180026462-A,patent,C6H4BBr3O2,B(C1=CC(=C(C(=C1)Br)Br)Br)(O)O,000003718260300000180000000000000000000000000000000030000000000000000001000028180040080001A8008010003000800000008000204200000200002000040088000000A8082022801110802000208000088A170000000000000000002000010000000000400002000000000000,40.5,355.78545,12,LIB,1
141024873,KR-102584322-B1,patent,C6H4BBr3O2,B(C1=CC(=C(C(=C1)Br)Br)Br)(O)O,000003718260300000180000000000000000000000000000000030000000000000000001000028180040080001A8008010003000800000008000204200000200002000040088000000A8082022801110802000208000088A170000000000000000002000010000000000400002000000000000,40.5,355.78545,12,LIB,1
16217708,KR-20140000997-A,patent,C7H5BF2O3,B(C1=CC(=C(C(=C1)F)C=O)F)(O)O,0000037182603180000000000000000000000000000000000000300000000000000000010000281B00000800000C00A0980A3000800000008802285280000200002400000088010000C80820328015108021002080000889070888008E00000000000000000000000000000000000000000000,57.5,186.0299805,13,LIB,0
16217708,KR-101495760-B1,patent,C7H5BF2O3,B(C1=CC(=C(C(=C1)F)C=O)F)(O)O,0000037182603180000000000000000000000000000000000000300000000000000000010000281B00000800000C00A0980A3000800000008802285280000200002400000088010000C80820328015108021002080000889070888008E00000000000000000000000000000000000000000000,57.5,186.0299805,13,LIB,0
140911,CN-101103009-A,patent,BClF,[B](F)Cl,00000371020001000400000000000000000000000000000000000000000000000000000000000440000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.0,64.976561,3,LIB,0
16217714,US-8399136-B2,patent,C12H18BNO3,B1(OC(C(O1)(C)C)(C)C)C2=CN=C(C=C2)OC,00000371E27230000000000000000000000000000001200000002C0000000000000000018000281E00000000000C44C192063E8492081400A0003067440082882031222008D8203E6C980D26E2C4B19B84302864C011C8E8069010000880000000000000000000000000000000000000000000,40.6,235.1379736,17,LIB,0
16217714,CN-110112465-A,patent,C12H18BNO3,B1(OC(C(O1)(C)C)(C)C)C2=CN=C(C=C2)OC,00000371E27230000000000000000000000000000001200000002C0000000000000000018000281E00000000000C44C192063E8492081400A0003067440082882031222008D8203E6C980D26E2C4B19B84302864C011C8E8069010000880000000000000000000000000000000000000000000,40.6,235.1379736,17,LIB,1
16217714,CN-110112465-B,patent,C12H18BNO3,B1(OC(C(O1)(C)C)(C)C)C2=CN=C(C=C2)OC,00000371E27230000000000000000000000000000001200000002C0000000000000000018000281E00000000000C44C192063E8492081400A0003067440082882031222008D8203E6C980D26E2C4B19B84302864C011C8E8069010000880000000000000000000000000000000000000000000,40.6,235.1379736,17,LIB,1
4198005,US-2022131148-A1,patent,C8H10BNO2,B1(OCCCO1)C2=CN=CC=C2,00000371C27230000000000000000000000000000000000000002C4800000000000000018000281E00000000000800E192063C8092081000A0003067440082802031022008D8203864980820E2C09191842008618000C8C8061000000000000000000000000000000000000000000000000000,31.4,163.0804587,12,LIB,1
4198005,US-2020388885-A1,patent,C8H10BNO2,B1(OCCCO1)C2=CN=CC=C2,00000371C27230000000000000000000000000000000000000002C4800000000000000018000281E00000000000800E192063C8092081000A0003067440082802031022008D8203864980820E2C09191842008618000C8C8061000000000000000000000000000000000000000000000000000,31.4,163.0804587,12,LIB,1
2737788,KR-100788162-B1,patent,C13H12BFO3,B(C1=CC(=C(C=C1)OCC2=CC=CC=C2)F)(O)O,00000371C2703100000000000000000000000000000000000000306000000000000000014000281B00000800000C04A0980A3006800004008002204200000208002020000888000608880C262284311A823820A4C01108A80780C0200E00000000000000000000000000000000000000000000,49.7,246.0863526,18,LIB,0
2737789,CA-2767170-A1,patent,C8H10BNO3,B(C1=CC=CC=C1NC(=O)C)(O)O,00000371C2723000000000000000000000000000000000000000300000000000000000010000281E0010080000080881900032C082C00000880025525000820000210200088800006488082022C09191842008609400C8C8071000000000000000000000000000000000000000000000000000,69.6,179.0753733,13,Other,-1
12158590,US-2022263102-A1,patent,C12H16BIO2,B1(OC(C(O1)(C)C)(C)C)C2=CC=CC=C2I,00000371E2703000000200000000000000000000000120000000300000000000000000010000281A00200000000C448290003200800000008000204200000200002000000888000000880920228011108020002080000888070000000880000000000000000000000000000000000000000000,18.5,330.02881,16,LMB,1
23434880,CN-113851711-A,patent,C5H13BO4,B(O)(O)OCC(C)(C)CO,00000371C2603800000000000000000000000000000000000000000000000000000000000000081A00000800000E00A080020200000002000000000000000000000000000000000000000010000000000040000100000000000000000000000000000000000000000000000000000000000000,69.9,148.0906891,10,LIB,1
172711553,CN-115632164-A,patent,C10H12BNO10,B(C1=CC(=CC=C1)[N+](=O)[O-])(O)O.[C@@H]([C@H](C(=O)O)O)(C(=O)O)O,00000371C2723C00000000000000000000000000000000000000300000000000000000010000281E0004080000081CA1900230C880104200890024D24B0282000020020028880140648A09303680919180600065A00009C8075300000000000000000000000000000000000000000000000000,201.0,317.0554257,22,"LIB,LMB",1
2737795,CN-111146496-A,patent,C7H8BNO4,B(C1=CC(=CC(=C1)N)C(=O)O)(O)O,00000371C2623800000000000000000000000000000000000000300000000000000000010000281E00100800000C0881980030C880400200880224D24800820000240200008801006CC808263280959180710064D00108D987BCC8208E00000040000000000000008000000000000000000000,104.0,181.0546379,13,LIB,0
4589189,JP-5112148-B2,patent,C12H17BO2,B(C1=CC=C(C=C1)C2CCCCC2)(O)O,00000371E2703000000000000000000000000000000000000000306000000000000000010000281800000800000D008018003000800000008002204200000200002000000888000000880820228011108020002080000888070080C00E80000000000000000000000000000000000000000000,40.5,204.1321599,15,LIB,1
4589187,US-10727534-B2,patent,C12H11BO2,B(C1=CC=CC=C1C2=CC=CC=C2)(O)O,00000371C2703000000000000000000000000000000000000000306000000000000000014000281800000800000C008018003000800000008002204200000200002000000888000000880820228011108020002080000888070080C00E80000000000000000000000000000000000000000000,40.5,198.0852098,15,MIB,0
4589187,KR-100788162-B1,patent,C12H11BO2,B(C1=CC=CC=C1C2=CC=CC=C2)(O)O,00000371C2703000000000000000000000000000000000000000306000000000000000014000281800000800000C008018003000800000008002204200000200002000000888000000880820228011108020002080000888070080C00E80000000000000000000000000000000000000000000,40.5,198.0852098,15,LIB,0
2735751,CN-118841633-A,patent,C7H8BClO3,B(C1=C(C=CC(=C1)Cl)OC)(O)O,00000371C2603000040000000000000000000000000000000000300000000000000000010000281A02000800000806809022320680000400800020420000020800202500088800060A880C262285331A80302024C01108A8078040000000200000000000000040000000000000000000000000,49.7,186.025502,12,LIB,0
2735751,WO-2025002363-A1,patent,C7H8BClO3,B(C1=C(C=CC(=C1)Cl)OC)(O)O,00000371C2603000040000000000000000000000000000000000300000000000000000010000281A02000800000806809022320680000400800020420000020800202500088800060A880C262285331A80302024C01108A8078040000000200000000000000040000000000000000000000000,49.7,186.025502,12,Other,-1
2737803,KR-100788162-B1,patent,C7H10BNO2,B(C1=CC(=C(C=C1)C)N)(O)O,00000371C2623000000000000000000000000000000000000000300000000000000000010000281C00100800000C0881180032C08040000080022442400082000020020008880000648808202280919180200060900008C8071080000E00000000000200000000000000040000000000000000,66.5,151.0804587,11,LIB,0
2737811,US-9480166-B2,patent,C7H8BNO3,B(C1=CC=C(C=C1)C(=O)N)(O)O,00000371C2623000000000000000000000000000000000000000300000000000000000010000281E00100800000C008198003000804000008802215210008200002400000888010004C80820328095118021006080000889871888008E00000000000000000000000000000000000000000000,83.6,165.0597233,12,Other,0
16217749,CN-111162312-A,patent,C8H8BFO2,B(/C=C/C1=CC(=CC=C1)F)(O)O,00000371C2703100000000000000000000000000000000000000300000000000000000010000281900000800000C008018083000800000008002204200000200002000000888000000880820228011108020002080000888070080000E00000000000000000000000000000000000000000000,40.5,166.0601378,12,LIB,0
12109469,CN-113363578-A,patent,C7H5BF4O2,B(C1=C(C=C(C=C1)F)C(F)(F)F)(O)O,00000371826031C0000000000000000000000000000000000000300000000000000000010000281900000800000C008018183000800000008002204200000200002000000888000000880820228011108020002080000888070080000E00000000000000000000000000000000000000000000,40.5,208.0318722,14,MIB,0
12109469,CN-113363578-B,patent,C7H5BF4O2,B(C1=C(C=C(C=C1)F)C(F)(F)F)(O)O,00000371826031C0000000000000000000000000000000000000300000000000000000010000281900000800000C008018183000800000008002204200000200002000000888000000880820228011108020002080000888070080000E00000000000000000000000000000000000000000000,40.5,208.0318722,14,MIB,0
368290,CN-117558986-A,patent,C6H13BO3,B1(OC(C(O1)(C)C)(C)C)O,00000371C2603000000000000000000000000000000120000000000000000000000000000000081A00000800000C448080000200000000000000000000000000000000000000000000000100000000000000000000000000000000000880000000000000000000000000000000000000000000,38.7,144.0957744,10,LIB,1
368290,CN-118146250-A,patent,C6H13BO3,B1(OC(C(O1)(C)C)(C)C)O,00000371C2603000000000000000000000000000000120000000000000000000000000000000081A00000800000C448080000200000000000000000000000000000000000000000000000100000000000000000000000000000000000880000000000000000000000000000000000000000000,38.7,144.0957744,10,LIB,1
368290,US-11228057-B2,patent,C6H13BO3,B1(OC(C(O1)(C)C)(C)C)O,00000371C2603000000000000000000000000000000120000000000000000000000000000000081A00000800000C448080000200000000000000000000000000000000000000000000000100000000000000000000000000000000000880000000000000000000000000000000000000000000,38.7,144.0957744,10,LIB,1
368290,CN-117558986-B,patent,C6H13BO3,B1(OC(C(O1)(C)C)(C)C)O,00000371C2603000000000000000000000000000000120000000000000000000000000000000081A00000800000C448080000200000000000000000000000000000000000000000000000100000000000000000000000000000000000880000000000000000000000000000000000000000000,38.7,144.0957744,10,LIB,1
368290,CN-111162312-A,patent,C6H13BO3,B1(OC(C(O1)(C)C)(C)C)O,00000371C2603000000000000000000000000000000120000000000000000000000000000000081A00000800000C448080000200000000000000000000000000000000000000000000000100000000000000000000000000000000000880000000000000000000000000000000000000000000,38.7,144.0957744,10,LIB,0
2774698,KR-100788162-B1,patent,C12H10BFO2,B(C1=CC(=C(C=C1)C2=CC=CC=C2)F)(O)O,00000371C2703100000000000000000000000000000000000000306000000000000000014000281900000800000C008018083000800000008002204200000200002000000888000000880820228011108020002080000888070080C00E80000000000000000000000000000000000000000000,40.5,216.0757879,16,LIB,0
6031024,US-2022216513-A1,patent,C8H15BO2,B(/C=C/C1CCCCC1)(O)O,00000371C2703000000000000000000000000000000000000000300000000000000000000000281800000800000D008000000000000000008000204200000000002000000800000000080000020001000000000080000000010080000E00000000000000000000000000000000000000000000,40.5,154.1165099,11,LIB,0
6031024,JP-5112148-B2,patent,C8H15BO2,B(/C=C/C1CCCCC1)(O)O,00000371C2703000000000000000000000000000000000000000300000000000000000000000281800000800000D008000000000000000008000204200000000002000000800000000080000020001000000000080000000010080000E00000000000000000000000000000000000000000000,40.5,154.1165099,11,LIB,1
10997426,CN-111138596-A,patent,C9H17BO2,B1(OC(C(O1)(C)C)(C)C)C(=C)C,00000371E2703000000000000000000000000000000120000000000000000000000000000000281A00000000000C448080000200000000008000004200000000000000000000000000000100000001000000000000000000000000000880000000000000000000000000000000000000000000,18.5,168.1321599,12,LIB,0
10997426,US-2022216513-A1,patent,C9H17BO2,B1(OC(C(O1)(C)C)(C)C)C(=C)C,00000371E2703000000000000000000000000000000120000000000000000000000000000000281A00000000000C448080000200000000008000004200000000000000000000000000000100000001000000000000000000000000000880000000000000000000000000000000000000000000,18.5,168.1321599,12,LIB,0
10997426,US-2020388885-A1,patent,C9H17BO2,B1(OC(C(O1)(C)C)(C)C)C(=C)C,00000371E2703000000000000000000000000000000120000000000000000000000000000000281A00000000000C448080000200000000008000004200000000000000000000000000000100000001000000000000000000000000000880000000000000000000000000000000000000000000,18.5,168.1321599,12,LIB,1
157951674,CN-116639733-A,patent,BCe,[B].[Ce],00000371020000000000000000000000080000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.0,150.91475,2,LIB,0
157951674,KR-102414956-B1,patent,BCe,[B].[Ce],00000371020000000000000000000000080000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.0,150.91475,2,Other,0
4343483,US-9231278-B2,patent,BF4Na,[B-](F)(F)(F)F.[Na+],00000371020001E00000000000000000000000000000000000000000000000000000000000000400000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.0,109.9926871,6,MIB,0
69439164,JP-2018127552-A,patent,C10H10B2O4,B(C1=C(C2=CC=CC=C2C=C1)B(O)O)(O)O,00000371C3703800000000000000000000000000000000000000306000000000000000C15000281800000800000C008018003000C00000008002204200000200002000000888000000880820228011108020002080000888070080800E80000000001000000000000000200000000000000000,80.9,216.0765191,16,LIB,1
46739143,JP-2010212153-A,patent,C8H8B2O4S2,B(C1=CC=C(S1)C2=CC=C(S2)B(O)O)(O)O,00000371C370380060000000000000000000000000012240000000000000000000000001E000281804000800000800805000300180000008840020420000030080200810488818000088082022A010108020002080002888070080800000000000000000000000000000000000000000000000,137.0,254.0050114,16,LIB,1
151253,JP-6658203-B2,patent,C12H11BO2,B(C1=CC=C(C=C1)C2=CC=CC=C2)(O)O,00000371C2703000000000000000000000000000000000000000306000000000000000014000281800000800000C008018003000800000008002204200000200002000000888000000880820228011108020002080000888070080C00E80000000000000000000000000000000000000000000,40.5,198.0852098,15,LIB,1
151253,JP-5112148-B2,patent,C12H11BO2,B(C1=CC=C(C=C1)C2=CC=CC=C2)(O)O,00000371C2703000000000000000000000000000000000000000306000000000000000014000281800000800000C008018003000800000008002204200000200002000000888000000880820228011108020002080000888070080C00E80000000000000000000000000000000000000000000,40.5,198.0852098,15,LIB,1
151253,KR-100788162-B1,patent,C12H11BO2,B(C1=CC=C(C=C1)C2=CC=CC=C2)(O)O,00000371C2703000000000000000000000000000000000000000306000000000000000014000281800000800000C008018003000800000008002204200000200002000000888000000880820228011108020002080000888070080C00E80000000000000000000000000000000000000000000,40.5,198.0852098,15,LIB,0
161019606,WO-2012105578-A1,patent,C8H5BCl6O3,B(O)(O)OC1=CC(=CC(=C1)C(Cl)(Cl)Cl)C(Cl)(Cl)Cl,0000037182703000070000000000000000000000000000000000300000000000000000010000081A02000800000C06809880300680000000800220420000020000202000008800060A8808262281111280300024C01108880780C0500E00000300000000000000060000000000000000000000,49.7,369.84629,18,Other,-1
23553751,US-2022216513-A1,patent,C11H19BO4,B1(OC(C(O1)(C)C)(C)C)/C=C/C(=O)OCC,00000371E2703800000000000000000000000000000120000000000000000000000000000000281A00000000000C44A08002020800000400880020D208000000000000000800000000400104000020000200000000000020800000000880000000000000000000000000000000000000000000,44.8,226.1376392,16,LIB,0
11775704,JP-5112148-B2,patent,C14H11BO2,B(C1=CC2=CC=CC=C2C3=CC=CC=C13)(O)O,00000371C27030000000000000000000000000000000000000003060C0000000000000C15400281800000800000C008018003000C00000008002204200000200002000000888000000880820228011108020002080000888070080C00EC0000200001000008000040000200000000000000000,40.5,222.0852098,17,LIB,1
192216,CN-111146496-A,patent,C7H6BNO6,B(C1=C(C=C(C=C1)C(=O)O)[N+](=O)[O-])(O)O,0000037182623800000000000000000000000000000000000000300000000000000000010000281E00040800000C0881980030C880104200890224D24B00820000240200288801006CCA08263280959180710064C00108D987BCC8208E00000040000000000000008000000000000000000000,124.0,211.0288171,15,LIB,0
157322973,TW-201630201-A,patent,BBi,[B].[Bi],00000371020000000000000000000000200000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.0,219.9897,2,Other,-1
157322973,TW-201205616-A,patent,BBi,[B].[Bi],00000371020000000000000000000000200000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.0,219.9897,2,LIB,1
6328035,US-9281539-B2,patent,C2H7BN,[B].CNC,0000037182420000000000000000000000000000000000000000000000000000000000000000001400100000000000000004020002C000000000000000000000000000000000800800000000000000000000000000000000000000000000000000000000000000000000000000000000000000,12.0,56.0671544,4,LIB,0
6328035,KR-101732608-B1,patent,C2H7BN,[B].CNC,0000037182420000000000000000000000000000000000000000000000000000000000000000001400100000000000000004020002C000000000000000000000000000000000800800000000000000000000000000000000000000000000000000000000000000000000000000000000000000,12.0,56.0671544,4,LIB,1
6328035,KR-20120050983-A,patent,C2H7BN,[B].CNC,0000037182420000000000000000000000000000000000000000000000000000000000000000001400100000000000000004020002C000000000000000000000000000000000800800000000000000000000000000000000000000000000000000000000000000000000000000000000000000,12.0,56.0671544,4,LIB,1
6328035,CN-116601731-A,patent,C2H7BN,[B].CNC,0000037182420000000000000000000000000000000000000000000000000000000000000000001400100000000000000004020002C000000000000000000000000000000000800800000000000000000000000000000000000000000000000000000000000000000000000000000000000000,12.0,56.0671544,4,LIB,0
6328035,JP-2011514936-A,patent,C2H7BN,[B].CNC,0000037182420000000000000000000000000000000000000000000000000000000000000000001400100000000000000004020002C000000000000000000000000000000000800800000000000000000000000000000000000000000000000000000000000000000000000000000000000000,12.0,56.0671544,4,LIB,1
6328035,US-2007287070-A1,patent,C2H7BN,[B].CNC,0000037182420000000000000000000000000000000000000000000000000000000000000000001400100000000000000004020002C000000000000000000000000000000000800800000000000000000000000000000000000000000000000000000000000000000000000000000000000000,12.0,56.0671544,4,LIB,0
6328035,US-6475680-B1,patent,C2H7BN,[B].CNC,0000037182420000000000000000000000000000000000000000000000000000000000000000001400100000000000000004020002C000000000000000000000000000000000800800000000000000000000000000000000000000000000000000000000000000000000000000000000000000,12.0,56.0671544,4,LIB,0
6328035,JP-2013001980-A,patent,C2H7BN,[B].CNC,0000037182420000000000000000000000000000000000000000000000000000000000000000001400100000000000000004020002C000000000000000000000000000000000800800000000000000000000000000000000000000000000000000000000000000000000000000000000000000,12.0,56.0671544,4,LIB,1
6328035,JP-2009125666-A,patent,C2H7BN,[B].CNC,0000037182420000000000000000000000000000000000000000000000000000000000000000001400100000000000000004020002C000000000000000000000000000000000800800000000000000000000000000000000000000000000000000000000000000000000000000000000000000,12.0,56.0671544,4,LIB,1
6328035,JP-2009167506-A,patent,C2H7BN,[B].CNC,0000037182420000000000000000000000000000000000000000000000000000000000000000001400100000000000000004020002C000000000000000000000000000000000800800000000000000000000000000000000000000000000000000000000000000000000000000000000000000,12.0,56.0671544,4,LIB,1
6328035,WO-2023194802-A1,patent,C2H7BN,[B].CNC,0000037182420000000000000000000000000000000000000000000000000000000000000000001400100000000000000004020002C000000000000000000000000000000000800800000000000000000000000000000000000000000000000000000000000000000000000000000000000000,12.0,56.0671544,4,LIB,0
6328035,TW-I610605-B,patent,C2H7BN,[B].CNC,0000037182420000000000000000000000000000000000000000000000000000000000000000001400100000000000000004020002C000000000000000000000000000000000800800000000000000000000000000000000000000000000000000000000000000000000000000000000000000,12.0,56.0671544,4,LIB,0
6328035,JP-2006269570-A,patent,C2H7BN,[B].CNC,0000037182420000000000000000000000000000000000000000000000000000000000000000001400100000000000000004020002C000000000000000000000000000000000800800000000000000000000000000000000000000000000000000000000000000000000000000000000000000,12.0,56.0671544,4,LIB,1
6328035,JP-2013057127-A,patent,C2H7BN,[B].CNC,0000037182420000000000000000000000000000000000000000000000000000000000000000001400100000000000000004020002C000000000000000000000000000000000800800000000000000000000000000000000000000000000000000000000000000000000000000000000000000,12.0,56.0671544,4,LIB,1
6328035,CN-102899684-A,patent,C2H7BN,[B].CNC,0000037182420000000000000000000000000000000000000000000000000000000000000000001400100000000000000004020002C000000000000000000000000000000000800800000000000000000000000000000000000000000000000000000000000000000000000000000000000000,12.0,56.0671544,4,LIB,0
6328035,US-9159992-B2,patent,C2H7BN,[B].CNC,0000037182420000000000000000000000000000000000000000000000000000000000000000001400100000000000000004020002C000000000000000000000000000000000800800000000000000000000000000000000000000000000000000000000000000000000000000000000000000,12.0,56.0671544,4,LIB,0
6328035,TW-I482177-B,patent,C2H7BN,[B].CNC,0000037182420000000000000000000000000000000000000000000000000000000000000000001400100000000000000004020002C000000000000000000000000000000000800800000000000000000000000000000000000000000000000000000000000000000000000000000000000000,12.0,56.0671544,4,Other,0
6328035,KR-20220038196-A,patent,C2H7BN,[B].CNC,0000037182420000000000000000000000000000000000000000000000000000000000000000001400100000000000000004020002C000000000000000000000000000000000800800000000000000000000000000000000000000000000000000000000000000000000000000000000000000,12.0,56.0671544,4,LIB,0
6328035,US-9350018-B2,patent,C2H7BN,[B].CNC,0000037182420000000000000000000000000000000000000000000000000000000000000000001400100000000000000004020002C000000000000000000000000000000000800800000000000000000000000000000000000000000000000000000000000000000000000000000000000000,12.0,56.0671544,4,Other,0
6328035,US-10756329-B2,patent,C2H7BN,[B].CNC,0000037182420000000000000000000000000000000000000000000000000000000000000000001400100000000000000004020002C000000000000000000000000000000000800800000000000000000000000000000000000000000000000000000000000000000000000000000000000000,12.0,56.0671544,4,LIB,0
79599,US-10727479-B2,patent,C6H6BBrO2,B(C1=CC=C(C=C1)Br)(O)O,000003718260300000100000000000000000000000000000000030000000000000000001000028180040080001A8008010003000800000008000204200000200002000040888000000A8082022801110802000208000088A170000000000000000000000000000000000000000000000000000,40.5,199.96442,10,LIB,0
79599,US-10170749-B2,patent,C6H6BBrO2,B(C1=CC=C(C=C1)Br)(O)O,000003718260300000100000000000000000000000000000000030000000000000000001000028180040080001A8008010003000800000008000204200000200002000040888000000A8082022801110802000208000088A170000000000000000000000000000000000000000000000000000,40.5,199.96442,10,LMB,0
79599,US-10734635-B2,patent,C6H6BBrO2,B(C1=CC=C(C=C1)Br)(O)O,000003718260300000100000000000000000000000000000000030000000000000000001000028180040080001A8008010003000800000008000204200000200002000040888000000A8082022801110802000208000088A170000000000000000000000000000000000000000000000000000,40.5,199.96442,10,LIB,0
79599,DE-19535086-B4,patent,C6H6BBrO2,B(C1=CC=C(C=C1)Br)(O)O,000003718260300000100000000000000000000000000000000030000000000000000001000028180040080001A8008010003000800000008000204200000200002000040888000000A8082022801110802000208000088A170000000000000000000000000000000000000000000000000000,40.5,199.96442,10,Other,0
79599,KR-102584322-B1,patent,C6H6BBrO2,B(C1=CC=C(C=C1)Br)(O)O,000003718260300000100000000000000000000000000000000030000000000000000001000028180040080001A8008010003000800000008000204200000200002000040888000000A8082022801110802000208000088A170000000000000000000000000000000000000000000000000000,40.5,199.96442,10,LIB,1
79599,US-11018336-B2,patent,C6H6BBrO2,B(C1=CC=C(C=C1)Br)(O)O,000003718260300000100000000000000000000000000000000030000000000000000001000028180040080001A8008010003000800000008000204200000200002000040888000000A8082022801110802000208000088A170000000000000000000000000000000000000000000000000000,40.5,199.96442,10,LIB,0
