cid,doi,literature_type,formula,smile,fingerprint,topological,weight,heavy_atom,type,label
66227,CN-111786019-A,patent,BN,B#N,00000371020200000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,23.8,25.0123792,2,LMB,1
66227,CN-109301210-A,patent,BN,B#N,00000371020200000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,23.8,25.0123792,2,LIB,0
66227,CN-117174989-B,patent,BN,B#N,00000371020200000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,23.8,25.0123792,2,LIB,0
66227,CN-117199705-A,patent,BN,B#N,00000371020200000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,23.8,25.0123792,2,LMB,0
66227,CN-114883641-A,patent,BN,B#N,00000371020200000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,23.8,25.0123792,2,LMB,1
66227,CN-113851646-B,patent,BN,B#N,00000371020200000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,23.8,25.0123792,2,ZIB,0
66227,CN-113851646-A,patent,BN,B#N,00000371020200000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,23.8,25.0123792,2,ZIB,0
66227,CN-114628768-B,patent,BN,B#N,00000371020200000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,23.8,25.0123792,2,LMB,0
66227,CN-118943347-A,patent,BN,B#N,00000371020200000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,23.8,25.0123792,2,LIB,0
66227,US-2023402614-A1,patent,BN,B#N,00000371020200000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,23.8,25.0123792,2,LIB,0
66227,CN-118336060-A,patent,BN,B#N,00000371020200000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,23.8,25.0123792,2,Other,0
66227,WO-2022242026-A1,patent,BN,B#N,00000371020200000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,23.8,25.0123792,2,LIB,0
66227,US-2025038215-A1,patent,BN,B#N,00000371020200000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,23.8,25.0123792,2,LIB,0
66227,CN-118919859-A,patent,BN,B#N,00000371020200000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,23.8,25.0123792,2,LIB,0
66227,US-10559815-B2,patent,BN,B#N,00000371020200000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,23.8,25.0123792,2,LIB,0
66227,US-10256448-B2,patent,BN,B#N,00000371020200000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,23.8,25.0123792,2,LMB,1
66227,JP-2017057098-A,patent,BN,B#N,00000371020200000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,23.8,25.0123792,2,LIB,1
66227,CN-108281704-B,patent,BN,B#N,00000371020200000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,23.8,25.0123792,2,Other,0
66227,US-10797313-B2,patent,BN,B#N,00000371020200000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,23.8,25.0123792,2,LIB,0
66227,US-11394082-B2,patent,BN,B#N,00000371020200000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,23.8,25.0123792,2,LIB,0
66227,CN-116247373-B,patent,BN,B#N,00000371020200000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,23.8,25.0123792,2,Other,0
66227,CN-117849085-B,patent,BN,B#N,00000371020200000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,23.8,25.0123792,2,LIB,0
66227,US-2019393542-A1,patent,BN,B#N,00000371020200000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,23.8,25.0123792,2,LMB,0
66227,CN-104265590-A,patent,BN,B#N,00000371020200000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,23.8,25.0123792,2,Other,0
66227,KR-101922636-B1,patent,BN,B#N,00000371020200000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,23.8,25.0123792,2,Other,0
66227,CN-118099471-A,patent,BN,B#N,00000371020200000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,23.8,25.0123792,2,Other,-1
66227,US-11289731-B2,patent,BN,B#N,00000371020200000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,23.8,25.0123792,2,"LIB,LMB",0
66227,CN-117954676-A,patent,BN,B#N,00000371020200000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,23.8,25.0123792,2,Other,0
66227,CN-118099528-A,patent,BN,B#N,00000371020200000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,23.8,25.0123792,2,Other,1
66227,KR-101539280-B1,patent,BN,B#N,00000371020200000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,23.8,25.0123792,2,Other,0
66227,CN-118553998-A,patent,BN,B#N,00000371020200000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,23.8,25.0123792,2,SIB,0
66227,CN-108172903-A,patent,BN,B#N,00000371020200000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,23.8,25.0123792,2,LMB,1
66227,CN-114421093-B,patent,BN,B#N,00000371020200000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,23.8,25.0123792,2,LIB,0
66227,US-10535892-B2,patent,BN,B#N,00000371020200000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,23.8,25.0123792,2,"LIB,SIB,LMB",0
66227,EP-4428965-A1,patent,BN,B#N,00000371020200000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,23.8,25.0123792,2,Other,0
66227,US-2020365902-A1,patent,BN,B#N,00000371020200000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,23.8,25.0123792,2,LMB,0
66227,CN-111446490-A,patent,BN,B#N,00000371020200000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,23.8,25.0123792,2,LMB,0
66227,US-10243217-B2,patent,BN,B#N,00000371020200000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,23.8,25.0123792,2,"LIB,SIB,LMB",0
66227,US-10957912-B2,patent,BN,B#N,00000371020200000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,23.8,25.0123792,2,LMB,1
66227,US-11652022-B2,patent,BN,B#N,00000371020200000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,23.8,25.0123792,2,Other,0
66227,CN-111193064-A,patent,BN,B#N,00000371020200000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,23.8,25.0123792,2,LIB,0
66227,JP-2010129458-A,patent,BN,B#N,00000371020200000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,23.8,25.0123792,2,LIB,1
66227,WO-2024117669-A1,patent,BN,B#N,00000371020200000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,23.8,25.0123792,2,Other,0
66227,CN-114373995-B,patent,BN,B#N,00000371020200000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,23.8,25.0123792,2,LMB,0
66227,CN-119029282-A,patent,BN,B#N,00000371020200000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,23.8,25.0123792,2,LMB,0
66227,CN-112271406-A,patent,BN,B#N,00000371020200000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,23.8,25.0123792,2,LIB,0
66227,KR-101911070-B1,patent,BN,B#N,00000371020200000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,23.8,25.0123792,2,LMB,1
66227,WO-2020155540-A1,patent,BN,B#N,00000371020200000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,23.8,25.0123792,2,LIB,0
66227,US-10873088-B2,patent,BN,B#N,00000371020200000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,23.8,25.0123792,2,LMB,0
66227,CN-113943151-B,patent,BN,B#N,00000371020200000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,23.8,25.0123792,2,LMB,0
66227,CN-110911746-A,patent,BN,B#N,00000371020200000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,23.8,25.0123792,2,LMB,1
66227,US-10873083-B2,patent,BN,B#N,00000371020200000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,23.8,25.0123792,2,"LIB,SIB,LMB",0
66227,US-10626514-B2,patent,BN,B#N,00000371020200000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,23.8,25.0123792,2,Other,-1
66227,WO-2023153394-A1,patent,BN,B#N,00000371020200000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,23.8,25.0123792,2,LIB,0
66227,CN-115621535-A,patent,BN,B#N,00000371020200000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,23.8,25.0123792,2,LIB,0
66227,CN-111370760-A,patent,BN,B#N,00000371020200000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,23.8,25.0123792,2,LIB,0
66227,US-8399124-B2,patent,BN,B#N,00000371020200000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,23.8,25.0123792,2,Other,0
66227,CN-117832651-A,patent,BN,B#N,00000371020200000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,23.8,25.0123792,2,ZIB,0
66227,CN-114284547-A,patent,BN,B#N,00000371020200000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,23.8,25.0123792,2,ZIB,0
66227,CN-115832378-B,patent,BN,B#N,00000371020200000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,23.8,25.0123792,2,Other,0
66227,US-2016359209-A1,patent,BN,B#N,00000371020200000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,23.8,25.0123792,2,LIB,0
66227,US-2022271334-A1,patent,BN,B#N,00000371020200000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,23.8,25.0123792,2,LMB,0
66227,CN-108581100-A,patent,BN,B#N,00000371020200000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,23.8,25.0123792,2,Other,0
66227,CN-118659020-A,patent,BN,B#N,00000371020200000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,23.8,25.0123792,2,LMB,1
66227,CN-117004162-A,patent,BN,B#N,00000371020200000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,23.8,25.0123792,2,Other,0
66227,CN-114649587-B,patent,BN,B#N,00000371020200000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,23.8,25.0123792,2,LIB,1
66227,CN-113764821-A,patent,BN,B#N,00000371020200000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,23.8,25.0123792,2,Other,0
66227,WO-2023130683-A1,patent,BN,B#N,00000371020200000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,23.8,25.0123792,2,LMB,1
66227,CN-114927753-A,patent,BN,B#N,00000371020200000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,23.8,25.0123792,2,LMB,0
66227,US-11658290-B2,patent,BN,B#N,00000371020200000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,23.8,25.0123792,2,Other,0
66227,WO-2024071187-A1,patent,BN,B#N,00000371020200000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,23.8,25.0123792,2,Other,-1
66227,KR-20220168895-A,patent,BN,B#N,00000371020200000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,23.8,25.0123792,2,Other,0
66227,US-2018277913-A1,patent,BN,B#N,00000371020200000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,23.8,25.0123792,2,LMB,1
66227,US-10665913-B2,patent,BN,B#N,00000371020200000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,23.8,25.0123792,2,Other,0
66227,US-2018175434-A1,patent,BN,B#N,00000371020200000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,23.8,25.0123792,2,Other,-1
66227,CN-112151859-A,patent,BN,B#N,00000371020200000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,23.8,25.0123792,2,"LIB,LMB,Other",0
66227,CN-117024143-A,patent,BN,B#N,00000371020200000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,23.8,25.0123792,2,LMB,0
66227,US-2023416485-A1,patent,BN,B#N,00000371020200000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,23.8,25.0123792,2,LIB,1
66227,CN-116655380-A,patent,BN,B#N,00000371020200000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,23.8,25.0123792,2,Other,0
66227,US-2022109142-A1,patent,BN,B#N,00000371020200000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,23.8,25.0123792,2,LIB,0
66227,CN-117913387-A,patent,BN,B#N,00000371020200000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,23.8,25.0123792,2,LIB,0
15510213,CA-2767170-A1,patent,C14H11BO2,B(C1=C2C=CC=CC2=CC3=CC=CC=C13)(O)O,00000371C27030000000000000000000000000000000000000003060C0000000000000C15400281800000800000C008018003000C00000008002204200000200002000000888000000880820228011108020002080000888070080C00EC0000200001000008000040000200000000000000000,40.5,222.0852098,17,Other,0
15510213,US-10727534-B2,patent,C14H11BO2,B(C1=C2C=CC=CC2=CC3=CC=CC=C13)(O)O,00000371C27030000000000000000000000000000000000000003060C0000000000000C15400281800000800000C008018003000C00000008002204200000200002000000888000000880820228011108020002080000888070080C00EC0000200001000008000040000200000000000000000,40.5,222.0852098,17,MIB,0
15510213,KR-100788162-B1,patent,C14H11BO2,B(C1=C2C=CC=CC2=CC3=CC=CC=C13)(O)O,00000371C27030000000000000000000000000000000000000003060C0000000000000C15400281800000800000C008018003000C00000008002204200000200002000000888000000880820228011108020002080000888070080C00EC0000200001000008000040000200000000000000000,40.5,222.0852098,17,LIB,0
10285774,US-11444339-B2,patent,AsB,[B][As],00000371020000000000000040000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.0,85.9309,2,Other,-1
10285774,US-2021021003-A1,patent,AsB,[B][As],00000371020000000000000040000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.0,85.9309,2,Other,-1
518872,US-2013095392-A1,patent,BF4K,[B-](F)(F)(F)F.[K+],00000371020001C00040000000000000000000000000000000000000000000000000000000000400000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.0,125.9666243,6,LMB,1
518872,US-2014199585-A1,patent,BF4K,[B-](F)(F)(F)F.[K+],00000371020001C00040000000000000000000000000000000000000000000000000000000000400000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.0,125.9666243,6,LIB,1
518872,US-8907133-B2,patent,BF4K,[B-](F)(F)(F)F.[K+],00000371020001C00040000000000000000000000000000000000000000000000000000000000400000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.0,125.9666243,6,Other,0
518872,US-2013095351-A1,patent,BF4K,[B-](F)(F)(F)F.[K+],00000371020001C00040000000000000000000000000000000000000000000000000000000000400000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.0,125.9666243,6,LIB,1
518872,US-2015263543-A1,patent,BF4K,[B-](F)(F)(F)F.[K+],00000371020001C00040000000000000000000000000000000000000000000000000000000000400000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.0,125.9666243,6,Other,0
3865312,CN-111146496-A,patent,C6H6BFO3,B(C1=C(C=C(C=C1)F)O)(O)O,0000037182603100000000000000000000000000000000000000300000000000000000010000281B0000080000080480900830068000020080002042000002000020200008880006088808262282111280700024C0110898078040000000000000000000000000000000000000000000000000,60.7,156.0394024,11,LIB,0
57975547,CN-119275349-A,patent,C10H18BNO4,B(C1C2CC2CN1C(=O)OC(C)(C)C)(O)O,00000371E27238000000000000000000000018000001600000002C0000000000000000000000281E00000800000D44C180040208030004000800000018000000000000000000000800000000020080000C00000006008000001000000800000000000000000000000000000000000000000000,70.0,227.1328882,16,LIB,1
70400,US-2013065115-A1,patent,C18H15B,B(C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3,00000371C27800000000000000000000000000000000000000003060C00000000000000150002018000000000008008010003000800000008000204200000200002000000888000000880820228011108020002080000888070000000000000000000000000000000000000000000000000000,0.0,242.1266806,19,Other,0
70400,US-4060674-A,patent,C18H15B,B(C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3,00000371C27800000000000000000000000000000000000000003060C00000000000000150002018000000000008008010003000800000008000204200000200002000000888000000880820228011108020002080000888070000000000000000000000000000000000000000000000000000,0.0,242.1266806,19,LMB,0
70400,CN-102077394-A,patent,C18H15B,B(C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3,00000371C27800000000000000000000000000000000000000003060C00000000000000150002018000000000008008010003000800000008000204200000200002000000888000000880820228011108020002080000888070000000000000000000000000000000000000000000000000000,0.0,242.1266806,19,Other,0
70400,EP-3467931-A1,patent,C18H15B,B(C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3,00000371C27800000000000000000000000000000000000000003060C00000000000000150002018000000000008008010003000800000008000204200000200002000000888000000880820228011108020002080000888070000000000000000000000000000000000000000000000000000,0.0,242.1266806,19,MIB,0
70400,TW-I712609-B,patent,C18H15B,B(C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3,00000371C27800000000000000000000000000000000000000003060C00000000000000150002018000000000008008010003000800000008000204200000200002000000888000000880820228011108020002080000888070000000000000000000000000000000000000000000000000000,0.0,242.1266806,19,LIB,1
70400,WO-2024232344-A1,patent,C18H15B,B(C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3,00000371C27800000000000000000000000000000000000000003060C00000000000000150002018000000000008008010003000800000008000204200000200002000000888000000880820228011108020002080000888070000000000000000000000000000000000000000000000000000,0.0,242.1266806,19,Other,-1
70400,KR-20110018348-A,patent,C18H15B,B(C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3,00000371C27800000000000000000000000000000000000000003060C00000000000000150002018000000000008008010003000800000008000204200000200002000000888000000880820228011108020002080000888070000000000000000000000000000000000000000000000000000,0.0,242.1266806,19,LIB,1
70400,US-2022069354-A1,patent,C18H15B,B(C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3,00000371C27800000000000000000000000000000000000000003060C00000000000000150002018000000000008008010003000800000008000204200000200002000000888000000880820228011108020002080000888070000000000000000000000000000000000000000000000000000,0.0,242.1266806,19,MIB,0
70400,CN-109417202-A,patent,C18H15B,B(C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3,00000371C27800000000000000000000000000000000000000003060C00000000000000150002018000000000008008010003000800000008000204200000200002000000888000000880820228011108020002080000888070000000000000000000000000000000000000000000000000000,0.0,242.1266806,19,MIB,0
70400,US-10367231-B2,patent,C18H15B,B(C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3,00000371C27800000000000000000000000000000000000000003060C00000000000000150002018000000000008008010003000800000008000204200000200002000000888000000880820228011108020002080000888070000000000000000000000000000000000000000000000000000,0.0,242.1266806,19,MIB,0
70400,US-10727534-B2,patent,C18H15B,B(C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3,00000371C27800000000000000000000000000000000000000003060C00000000000000150002018000000000008008010003000800000008000204200000200002000000888000000880820228011108020002080000888070000000000000000000000000000000000000000000000000000,0.0,242.1266806,19,MIB,0
70400,CN-107004906-A,patent,C18H15B,B(C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3,00000371C27800000000000000000000000000000000000000003060C00000000000000150002018000000000008008010003000800000008000204200000200002000000888000000880820228011108020002080000888070000000000000000000000000000000000000000000000000000,0.0,242.1266806,19,Other,-1
70400,CN-113166043-A,patent,C18H15B,B(C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3,00000371C27800000000000000000000000000000000000000003060C00000000000000150002018000000000008008010003000800000008000204200000200002000000888000000880820228011108020002080000888070000000000000000000000000000000000000000000000000000,0.0,242.1266806,19,MIB,0
70400,KR-20190011253-A,patent,C18H15B,B(C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3,00000371C27800000000000000000000000000000000000000003060C00000000000000150002018000000000008008010003000800000008000204200000200002000000888000000880820228011108020002080000888070000000000000000000000000000000000000000000000000000,0.0,242.1266806,19,MIB,0
70400,JP-2013187061-A,patent,C18H15B,B(C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3,00000371C27800000000000000000000000000000000000000003060C00000000000000150002018000000000008008010003000800000008000204200000200002000000888000000880820228011108020002080000888070000000000000000000000000000000000000000000000000000,0.0,242.1266806,19,LIB,1
70400,US-4169808-A,patent,C18H15B,B(C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3,00000371C27800000000000000000000000000000000000000003060C00000000000000150002018000000000008008010003000800000008000204200000200002000000888000000880820228011108020002080000888070000000000000000000000000000000000000000000000000000,0.0,242.1266806,19,LMB,0
