cid,formula,smile,fingerprint,topological,weight,heavy_atom,type,label
2734321,C9H14BNO4,B(C1=CC=CN1C(=O)OC(C)(C)C)(O)O,00000371C2723800000000000000000000000000000160000000000000000000000000018000281E00000800000C44C192043E88930C1400A80030675C0082802031022008D8203864980820C04081810C0008400600C040000000000000000000000000000000000000000000000000000000,71.7,211.1015881,15.0,['Other'],0
2758659,C14H22BNO2,B1(OC(C(O1)(C)C)(C)C)C2=CC=C(C=C2)N(C)C,00000371E2723000000000000000000000000000000120000000300000000000000000010000281E00000000000C4C81900432C083000000800024424000820000210200088800086488092022C0919184200860800048C8071000000880000000000000000000000000000000000000000000,21.7,247.1743591,18.0,"['Other', 'LIB']",1
2783274,C6H3BF4O2,B(C1=C(C(=C(C=C1F)F)F)F)(O)O,00000371026031C00000000000000000000000000000000000003000000000000000000100002819000008000008008010083000800000008000204200000200002000000088000000880820228010108020002080000888070000000000000000000000000000000000000000000000000000,40.5,194.0162221,13.0,['LIB'],0
2734313,C13H13BO3,B(C1=CC(=CC=C1)OCC2=CC=CC=C2)(O)O,00000371C2703000000000000000000000000000000000000000306000000000000000014000281A00000800000C04A098023006800004008002204200000208002020000888000608880C262284311A823820A4C01108A80780C0200E00000000000000000000000000000000000000000000,49.7,228.0957744,17.0,['LIB'],0
2734377,C12H11BO3,B(C1=CC=C(C=C1)OC2=CC=CC=C2)(O)O,00000371C2703000000000000000000000000000000000000000306000000000000000014000281A000008000008048090003006800004008000204200000208002020000888000608880C262284311A823820A4C01108A8078040000000000000000000000000000000000000000000000000,49.7,214.0801244,16.0,"['MIB', 'LIB']",1
123269,B2S3,B(=S)SB=S,00000371030000006000000000000000000000000000000000000000000000000000000000000080000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,89.5,117.9348239,5.0,"['LIB', 'LMB', 'Other']",1
4683196,C7H6BNO2S,B(C1=CC2=C(C=C1)N=CS2)(O)O,000003718262300040000000000000000000000000016000000030000000000000005801F000281C04000800000808815604B4C1B2081008A4012463440083F0A0710A3848D83C3864980820A2E0919184200860800048C8071000000000000000000001000000000000000200000000000000,81.6,179.0212298,12.0,['LIB'],1
10975759,C7H15BO3,B1(OC(C(O1)(C)C)(C)C)OC,00000371C2603000000000000000000000000000000120000000000000000000000000000000081A00000000000C448080020200000000000000000000000000000000000000000000000100000000000000000000000000000000000880000000000000000000000000000000000000000000,27.7,158.1114245,11.0,['LMB'],1
45156692,C9H8BF3O2,B(/C=C/C1=CC(=CC=C1)C(F)(F)F)(O)O,00000371C2703180000000000000000000000000000000000000300000000000000000010000281900000800000C008018103000800000008002204200000200002000000888000000880820228011108020002080000888070080400E00000200000000000000040000000000000000000000,40.5,216.0569441,15.0,['LIB'],0
2763201,C7H6BFO4,B(C1=CC(=C(C=C1)C(=O)O)F)(O)O,0000037182603900000000000000000000000000000000000000300000000000000000010000281B00000800000C00809808300880000200880220D208000200002400000888010008C808263280151080710024C00108998788C8208E00000000000000000000000000000000000000000000,77.8,184.034317,13.0,['LIB'],0
