cid,smiles
15906194,B1(OC(C(O1)(C)C)(C)C)C2=CC(=C(C=C2)C)C
46737998,B1(OC(C(O1)(C)C)(C)C)C2=CC=C(C=C2)CC(=O)OCC
72214274,B1(OC(C(O1)(C)C)(C)C)C2=C(C=C(C=N2)C)F
72221032,B1(OC(C(O1)(C)C)(C)C)C2=NN(C(=O)C=C2)C
91933794,B1(OC(C(O1)(C)C)(C)C)C2=CC=NN2C3CCC3
72217890,B1(OC(C(O1)(C)C)(C)C)C2=CC(=O)C(=CN2)Cl
66977628,B1(OC(C(O1)(C)C)(C)C)C2=C3CCN(C3=CC=C2)C(=O)OC(C)(C)C
49761605,B1(OC(C(O1)(C)C)(C)C)C2=CC3=C(N=C2)N(CCC3)C(=O)C(C)(C)C
45786121,[2H]C([2H])([2H])C1=CC=C(C=C1)C2=NC(=CS2)B3OC(C(O3)(C)C)(C)C
71420187,B(C1=C(C2=CC=CC=C2C=C1)C3=CC=CC4=CC=CC=C43)(C5=C(C(=C(C(=C5F)F)F)F)F)C6=C(C(=C(C(=C6F)F)F)F)F
15520533,B(CC)(CC)C1=C(C(=C(C(=C1F)F)F)F)F
3056362,B(OC(C1CCCCC1)C2CCCCC2)(OC(C3CCCCC3)C4CCCCC4)OC(C5CCCCC5)C6CCCCC6
23284031,B(CC1=CC=CC=C1)(OCCCCCCCC)OCCCCCCCC
66783357,B(C1=CC=C(C=C1)CCCCCCCC)(Cl)Cl
45786517,B1(OC(C(O1)(C)C)(C)C)C2=CN=CC(=N2)C3=CCCCC3
72214283,B1(OC(C(O1)(C)C)(C)C)C2=CC(=CC(=N2)C(F)(F)F)C
45786157,B1(OC(C(O1)(C)C)(C)C)C2=CC(=NC(=N2)C3=CC=CC=C3)C4CC4
57370080,B1(OC(C(O1)(C)C)(C)C)C2=C(C=CN=C2)C
16218387,B1(OC(C(O1)(C)C)(C)C)C2=C(N(N=C2C)C(=O)OC(C)(C)C)C
17750270,B1(OC(C(O1)(C)C)(C)C)C2=C(NN=C2)C
22240196,B1(OC(C(O1)(C)C)(C)C)C2=C(C(=CC=C2)C(F)(F)F)F
57416225,B1(OC(C(O1)(C)C)(C)C)C2=NN(C=C2)C3CCCCO3
72220685,B1(OC(C(O1)(C)C)(C)C)C2=CC(=CN=C2)OC3CCCC3
88974755,B(C1=CC=C(C=C1)[N+](=O)[O-])(C2=CC=C(C=C2)[N+](=O)[O-])/C(=C(\COC)/C3=CC=CC=C3)/C4=CC=C(C=C4)[N+](=O)[O-]
88345392,B(=C1C(=C(C2=CC=CC=C12)C3=C(C(=C(C(=C3F)F)F)F)F)C)C4=C(C(=C(C(=C4F)F)F)F)F
87969338,B(OC1=C(C(=C(C2=C1C=CC(=C2F)F)F)F)F)(OC3=C(C(=C(C4=C3C=CC(=C4F)F)F)F)F)OC5=C(C(=C(C6=C5C=CC(=C6F)F)F)F)F
18373965,B(C1=C(C(=C(C(=C1F)F)F)F)F)(OC)OC
10252705,B(CCCCCCCC)(CCCCCCCC)C1=C(C=C(C=C1C(C)C)C(C)C)C(C)C
72216249,B1(OC(C(O1)(C)C)(C)C)C2=CC(=CC(=N2)C(=O)OC)[N+](=O)[O-]
74789443,B1(OC(C(O1)(C)C)(C)C)C2=C(C=CC(=C2)C(F)(F)F)C=O
53217165,B1(OC(C(O1)(C)C)(C)C)C2=COCC2
71306486,B1(OC(C(O1)(C)C)(C)C)C2=CC=C(C=C2)C=NC3CCCC3
72221127,B1(OC(C(O1)(C)C)(C)C)C2=C(C=C(C=C2)Cl)CC(=O)OC
79661470,B1(OC(C(O1)(C)C)(C)C)C2=CN(N=C2C)CC
45786043,B1(OC(C(O1)(C)C)(C)C)C2=CC(=NC=C2)CC
73977890,B1(OC(C(O1)(C)C)(C)C)C2=CC=NN2C3COC3
57914141,B1(OC(C(O1)(C)C)(C)C)C2=CC(=NN2C3CCCCO3)C(F)(F)F
17750505,B1(OC(C(O1)(C)C)(C)C)C2=CN=CC(=N2)N
49760502,B1(OC(C(O1)(C)C)(C)C)C2=CC(=NC(=C2)Cl)N
46739108,B1(OC(C(O1)(C)C)(C)C)C2=CC=CN2C(=O)OC(C)(C)C
46739720,B1(OC(C(O1)(C)C)(C)C)C2=CC(=C(N=C2)Br)C
91825942,B1(OC(C(O1)(C)C)(C)C)/C=C/C2=CC=CS2
22501008,B(C1=CC(=CC(=C1F)F)F)(C2=CC(=CC(=C2F)F)F)C3=CC(=CC(=C3F)F)F
86048878,B(C1=C(C(=C(C(=C1F)F)F)F)C)(C2=C(C(=C(C(=C2F)F)F)F)F)C3=C(C(=C(C(=C3F)F)F)F)F
54214880,B(CCCCCCCCCCCC)(Cl)Cl
642708,B(CCCCCC)(CCCCCC)OC
12421676,B(CC)(CC)OCCCCCC
75487041,B1(OC(C(O1)(C)C)(C)C)C2=CC(=C(C=C2F)F)C=O
86767391,B1(OC(C(O1)(C)C)(C)C)C2=CC3=CC=CC=C3CC2
72213461,B1(OC(C(O1)(C)C)(C)C)C2=CC=NN2C3CC3
45786168,B1(OC(C(O1)(C)C)(C)C)C2=CC(=NC(=N2)C3CC3)C4=CC=CC=C4
72219067,B1(OC(C(O1)(C)C)(C)C)C2=CC(=CN=C2N)Cl
53398596,B1(OC(C(O1)(C)C)(C)C)C2=C(C=CS2)C(=O)OCC
43811066,B1(OC(C(O1)(C)C)(C)C)C2=CC(=C(N=C2)Cl)N
70665171,B1(OC(C(O1)(C)C)(C)C)C2=CC=C(O2)C3=CC=C(C=C3)F
45588125,B1(OC(C(O1)(C)C)(C)C)C2=C(C=CS2)C
