similarity_rank,cid,prototype,prototype_label,x_center,bar_width,similarity,assigned_prototype,assigned_prototype_label,max_prototype_similarity
7,138247,4,NP4,6.0,0.10777142857142856,-0.11312136054039001,1,NP1,0.8198220133781433
7,138247,5,NP5,6.117142857142857,0.10777142857142856,-0.2626628577709198,1,NP1,0.8198220133781433
7,138247,6,NP6,6.234285714285714,0.10777142857142856,-0.12322268635034561,1,NP1,0.8198220133781433
7,138247,7,NP7,6.351428571428571,0.10777142857142856,-0.044369474053382874,1,NP1,0.8198220133781433
8,10876447,1,NP1,6.648571428571429,0.10777142857142856,-0.21999403834342957,6,NP6,0.8165456056594849
8,10876447,2,NP2,6.765714285714286,0.10777142857142856,-0.2269810289144516,6,NP6,0.8165456056594849
8,10876447,3,NP3,6.882857142857143,0.10777142857142856,-0.3030053675174713,6,NP6,0.8165456056594849
8,10876447,4,NP4,7.0,0.10777142857142856,-0.18368998169898987,6,NP6,0.8165456056594849
8,10876447,5,NP5,7.117142857142857,0.10777142857142856,0.11374641209840775,6,NP6,0.8165456056594849
8,10876447,6,NP6,7.234285714285714,0.10777142857142856,0.8165456056594849,6,NP6,0.8165456056594849
8,10876447,7,NP7,7.351428571428571,0.10777142857142856,-0.32341447472572327,6,NP6,0.8165456056594849
9,78020,1,NP1,7.648571428571429,0.10777142857142856,0.814348578453064,1,NP1,0.814348578453064
9,78020,2,NP2,7.765714285714286,0.10777142857142856,0.0062999664805829525,1,NP1,0.814348578453064
9,78020,3,NP3,7.882857142857143,0.10777142857142856,0.033241890370845795,1,NP1,0.814348578453064
9,78020,4,NP4,8.0,0.10777142857142856,-0.07941721379756927,1,NP1,0.814348578453064
9,78020,5,NP5,8.117142857142857,0.10777142857142856,-0.28405073285102844,1,NP1,0.814348578453064
9,78020,6,NP6,8.234285714285715,0.10777142857142856,-0.0844818651676178,1,NP1,0.814348578453064
9,78020,7,NP7,8.35142857142857,0.10777142857142856,-0.047872867435216904,1,NP1,0.814348578453064
10,71390453,1,NP1,8.64857142857143,0.10777142857142856,0.8121702075004578,1,NP1,0.8121702075004578
10,71390453,2,NP2,8.765714285714285,0.10777142857142856,-0.025850458070635796,1,NP1,0.8121702075004578
10,71390453,3,NP3,8.882857142857143,0.10777142857142856,0.05292756110429764,1,NP1,0.8121702075004578
10,71390453,4,NP4,9.0,0.10777142857142856,-0.1693943589925766,1,NP1,0.8121702075004578
10,71390453,5,NP5,9.117142857142857,0.10777142857142856,-0.2667103707790375,1,NP1,0.8121702075004578
10,71390453,6,NP6,9.234285714285715,0.10777142857142856,-0.18502789735794067,1,NP1,0.8121702075004578
10,71390453,7,NP7,9.35142857142857,0.10777142857142856,0.01178972888737917,1,NP1,0.8121702075004578
11,11090867,1,NP1,9.64857142857143,0.10777142857142856,0.8114612698554993,1,NP1,0.8114612698554993
11,11090867,2,NP2,9.765714285714285,0.10777142857142856,-0.012759133242070675,1,NP1,0.8114612698554993
11,11090867,3,NP3,9.882857142857143,0.10777142857142856,0.03421145677566528,1,NP1,0.8114612698554993
11,11090867,4,NP4,10.0,0.10777142857142856,-0.12251230329275131,1,NP1,0.8114612698554993
11,11090867,5,NP5,10.117142857142857,0.10777142857142856,-0.2604590952396393,1,NP1,0.8114612698554993
11,11090867,6,NP6,10.234285714285715,0.10777142857142856,-0.11270222067832947,1,NP1,0.8114612698554993
11,11090867,7,NP7,10.35142857142857,0.10777142857142856,-0.04033680632710457,1,NP1,0.8114612698554993
12,12159360,1,NP1,10.64857142857143,0.10777142857142856,-0.21259179711341858,6,NP6,0.8109763860702515
12,12159360,2,NP2,10.765714285714285,0.10777142857142856,-0.21465228497982025,6,NP6,0.8109763860702515
12,12159360,3,NP3,10.882857142857143,0.10777142857142856,-0.2904151976108551,6,NP6,0.8109763860702515
12,12159360,4,NP4,11.0,0.10777142857142856,-0.1790296882390976,6,NP6,0.8109763860702515
12,12159360,5,NP5,11.117142857142857,0.10777142857142856,0.1009838879108429,6,NP6,0.8109763860702515
12,12159360,6,NP6,11.234285714285715,0.10777142857142856,0.8109763860702515,6,NP6,0.8109763860702515
12,12159360,7,NP7,11.35142857142857,0.10777142857142856,-0.3186142146587372,6,NP6,0.8109763860702515
13,582056,1,NP1,11.64857142857143,0.10777142857142856,-0.21253854036331177,6,NP6,0.8100593686103821
13,582056,2,NP2,11.765714285714285,0.10777142857142856,-0.21443161368370056,6,NP6,0.8100593686103821
13,582056,3,NP3,11.882857142857143,0.10777142857142856,-0.28972113132476807,6,NP6,0.8100593686103821
13,582056,4,NP4,12.0,0.10777142857142856,-0.18029744923114777,6,NP6,0.8100593686103821
13,582056,5,NP5,12.117142857142857,0.10777142857142856,0.09993820637464523,6,NP6,0.8100593686103821
13,582056,6,NP6,12.234285714285715,0.10777142857142856,0.8100593686103821,6,NP6,0.8100593686103821
13,582056,7,NP7,12.35142857142857,0.10777142857142856,-0.3153005838394165,6,NP6,0.8100593686103821
14,10959856,1,NP1,12.64857142857143,0.10777142857142856,-0.2103821188211441,6,NP6,0.8088399171829224
14,10959856,2,NP2,12.765714285714285,0.10777142857142856,-0.2149513065814972,6,NP6,0.8088399171829224
14,10959856,3,NP3,12.882857142857143,0.10777142857142856,-0.28798168897628784,6,NP6,0.8088399171829224
14,10959856,4,NP4,13.0,0.10777142857142856,-0.17849695682525635,6,NP6,0.8088399171829224
14,10959856,5,NP5,13.117142857142857,0.10777142857142856,0.09717193990945816,6,NP6,0.8088399171829224
14,10959856,6,NP6,13.234285714285715,0.10777142857142856,0.8088399171829224,6,NP6,0.8088399171829224
14,10959856,7,NP7,13.35142857142857,0.10777142857142856,-0.31301000714302063,6,NP6,0.8088399171829224
15,4438527,1,NP1,13.64857142857143,0.10777142857142856,-0.21004214882850647,6,NP6,0.8084468841552734
15,4438527,2,NP2,13.765714285714285,0.10777142857142856,-0.21284857392311096,6,NP6,0.8084468841552734
15,4438527,3,NP3,13.882857142857143,0.10777142857142856,-0.2871662676334381,6,NP6,0.8084468841552734
15,4438527,4,NP4,14.0,0.10777142857142856,-0.17787835001945496,6,NP6,0.8084468841552734
15,4438527,5,NP5,14.117142857142857,0.10777142857142856,0.09586863964796066,6,NP6,0.8084468841552734
15,4438527,6,NP6,14.234285714285715,0.10777142857142856,0.8084468841552734,6,NP6,0.8084468841552734
15,4438527,7,NP7,14.35142857142857,0.10777142857142856,-0.3150615990161896,6,NP6,0.8084468841552734
16,71428744,1,NP1,14.64857142857143,0.10777142857142856,-0.21113090217113495,6,NP6,0.8082640171051025
16,71428744,2,NP2,14.765714285714285,0.10777142857142856,-0.2101837694644928,6,NP6,0.8082640171051025
16,71428744,3,NP3,14.882857142857143,0.10777142857142856,-0.2862025201320648,6,NP6,0.8082640171051025
16,71428744,4,NP4,15.0,0.10777142857142856,-0.18096210062503815,6,NP6,0.8082640171051025
16,71428744,5,NP5,15.117142857142857,0.10777142857142856,0.09661711007356644,6,NP6,0.8082640171051025
16,71428744,6,NP6,15.234285714285715,0.10777142857142856,0.8082640171051025,6,NP6,0.8082640171051025
16,71428744,7,NP7,15.35142857142857,0.10777142857142856,-0.3126797676086426,6,NP6,0.8082640171051025
17,25068199,1,NP1,15.64857142857143,0.10777142857142856,0.8071501851081848,1,NP1,0.8071501851081848
17,25068199,2,NP2,15.765714285714285,0.10777142857142856,-0.013902567327022552,1,NP1,0.8071501851081848
17,25068199,3,NP3,15.882857142857143,0.10777142857142856,0.0297631174325943,1,NP1,0.8071501851081848
17,25068199,4,NP4,16.0,0.10777142857142856,-0.10214939713478088,1,NP1,0.8071501851081848
17,25068199,5,NP5,16.117142857142856,0.10777142857142856,-0.2524346709251404,1,NP1,0.8071501851081848
17,25068199,6,NP6,16.234285714285715,0.10777142857142856,-0.10303772240877151,1,NP1,0.8071501851081848
17,25068199,7,NP7,16.35142857142857,0.10777142857142856,-0.061016663908958435,1,NP1,0.8071501851081848
18,23115783,1,NP1,16.64857142857143,0.10777142857142856,0.06755535304546356,3,NP3,0.8070676326751709
18,23115783,2,NP2,16.765714285714285,0.10777142857142856,0.042800094932317734,3,NP3,0.8070676326751709
