epoch,prototype,mean_umap_1,mean_umap_2,std_umap_1,std_umap_2
154,3,2.5963635,4.0030966,7.9559393,9.004118
154,4,6.298459,6.503862,7.4995694,6.3298764
154,5,6.7560816,4.980443,9.476389,7.5495405
154,6,3.581194,3.2807763,3.6175487,8.667843
154,7,6.154543,3.4762752,5.8122683,7.865148
155,1,2.7974277,3.320362,10.202801,8.508317
155,2,4.4178877,5.243608,9.930858,7.4698415
155,3,2.6089768,3.9888043,7.965195,9.010822
155,4,6.296778,6.512265,7.517791,6.322098
155,5,6.7529726,4.9550314,9.462486,7.5419674
155,6,3.5700138,3.2848916,3.6147919,8.687151
155,7,6.1555433,3.5038185,5.788116,7.868944
156,1,2.8109095,3.3299255,10.202972,8.515919
156,2,4.422698,5.239108,9.928718,7.474267
156,3,2.5952103,3.987603,7.9564996,9.013905
156,4,6.2874813,6.5114946,7.5199327,6.305352
156,5,6.7585425,4.9406457,9.46852,7.530082
156,6,3.56221,3.2750676,3.6374767,8.697524
156,7,6.1468267,3.4803543,5.7748823,7.858669
157,1,2.8546417,3.3409314,10.183445,8.506494
157,2,4.4386835,5.251197,9.916809,7.48973
157,3,2.6200166,3.9622254,7.960863,9.02514
157,4,6.28469,6.511256,7.5306244,6.297777
157,5,6.7633905,4.917594,9.464185,7.5248814
157,6,3.54235,3.2834842,3.6496265,8.708584
157,7,6.1574035,3.4838276,5.769395,7.8572745
158,1,2.8716476,3.3452873,10.173236,8.501253
158,2,4.4495854,5.247267,9.896642,7.491451
158,3,2.6201115,3.9606907,7.9682074,9.031502
158,4,6.284077,6.500346,7.539791,6.294338
158,5,6.762988,4.9080977,9.449579,7.524847
158,6,3.524247,3.2879162,3.6490211,8.713637
158,7,6.141863,3.493832,5.761807,7.8462067
159,1,2.8968945,3.3412766,10.158384,8.498884
159,2,4.455794,5.2540464,9.890276,7.4945188
159,3,2.623828,3.9502826,7.963126,9.0369005
159,4,6.2814665,6.510277,7.5344596,6.2887754
159,5,6.761223,4.8760214,9.433469,7.518884
159,6,3.5131726,3.2662811,3.6737895,8.729249
159,7,6.1486797,3.4895847,5.7516127,7.84048
160,1,2.9142425,3.3403416,10.145393,8.501861
160,2,4.4791574,5.2687454,9.875226,7.519347
160,3,2.6261158,3.935178,7.9826784,9.054304
160,4,6.2703524,6.5122786,7.544441,6.2832727
160,5,6.7628355,4.858856,9.43009,7.513258
160,6,3.5176768,3.2652042,3.6858814,8.737493
160,7,6.1438756,3.4946663,5.7374916,7.8405623
161,1,2.939461,3.3393478,10.150908,8.488997
161,2,4.470856,5.271677,9.857338,7.5156364
161,3,2.6361039,3.9190032,7.9863343,9.058385
161,4,6.277888,6.5136147,7.5492043,6.27388
161,5,6.7740784,4.843159,9.42524,7.5089703
161,6,3.5084121,3.2526538,3.6922095,8.746977
161,7,6.1353607,3.500255,5.728099,7.8309717
162,1,2.9548664,3.3430035,10.133632,8.495613
162,2,4.48458,5.2597494,9.847939,7.519
162,3,2.6297607,3.9154544,7.9899616,9.065799
162,4,6.2772436,6.5091043,7.564245,6.2881236
162,5,6.779898,4.8260913,9.412683,7.50277
162,6,3.4842095,3.259246,3.7063165,8.757633
162,7,6.132492,3.507003,5.719475,7.828654
163,1,2.9748607,3.3571835,10.119934,8.490676
163,2,4.4966984,5.2689476,9.815013,7.5288434
163,3,2.6466737,3.9069924,7.985396,9.071876
163,4,6.2601976,6.5117545,7.5626135,6.2647805
163,5,6.784093,4.8179116,9.393422,7.503356
163,6,3.471459,3.257114,3.7120159,8.765273
163,7,6.1295023,3.503849,5.7071257,7.8207073
164,1,2.9944103,3.359649,10.113124,8.485743
164,2,4.493965,5.2680464,9.818469,7.5265713
164,3,2.6614509,3.8885696,7.9956093,9.090547
164,4,6.260649,6.5076385,7.5670533,6.266187
164,5,6.780107,4.779315,9.3956375,7.4853683
164,6,3.4546044,3.249525,3.7157292,8.769698
164,7,6.126244,3.5030112,5.6946177,7.8220716
165,1,2.9970956,3.365425,10.110918,8.47596
165,2,4.4931297,5.2755075,9.79899,7.529145
165,3,2.6722312,3.8866677,7.9924555,9.101949
165,4,6.2512755,6.4958563,7.578373,6.2624493
165,5,6.7866898,4.7750587,9.387535,7.495993
165,6,3.4418328,3.25774,3.7296705,8.785863
165,7,6.1290865,3.4987826,5.68824,7.820768
166,1,3.0205874,3.3653843,10.092432,8.475014
166,2,4.4942107,5.270838,9.774856,7.538654
166,3,2.6812024,3.8800895,8.001655,9.099133
166,4,6.2431808,6.512802,7.5808997,6.246744
166,5,6.7870536,4.7602606,9.381013,7.4817986
166,6,3.4454353,3.2413666,3.7289133,8.787523
166,7,6.1228914,3.515704,5.6719146,7.8212886
167,1,3.0379329,3.3680186,10.088281,8.471834
167,2,4.507216,5.269759,9.766841,7.5380516
167,3,2.6897857,3.868895,8.008103,9.111215
167,4,6.241971,6.494691,7.5892797,6.2520595
167,5,6.7868032,4.720028,9.370048,7.5031266
167,6,3.43152,3.2403858,3.7379081,8.799751
167,7,6.117307,3.509206,5.6530876,7.8214574
168,1,3.0482097,3.3812916,10.062569,8.48344
168,2,4.4974914,5.2760983,9.745808,7.5341825
168,3,2.6935432,3.848507,8.007498,9.129707
168,4,6.227576,6.5035615,7.593949,6.2369075
168,5,6.7911386,4.711065,9.355014,7.498453
168,6,3.419185,3.240811,3.7485254,8.8137045
168,7,6.123611,3.520511,5.651219,7.81143
169,1,3.061362,3.3670495,10.047301,8.4812565
169,2,4.521554,5.2726636,9.750339,7.547201
169,3,2.704134,3.8323283,8.02178,9.147858
169,4,6.2235627,6.4928284,7.607362,6.2371955
169,5,6.7966857,4.6971407,9.348047,7.4946027
169,6,3.4209561,3.2262542,3.7559702,8.81301
169,7,6.112185,3.5232844,5.6390576,7.8264537
170,1,3.0772936,3.3703048,10.049466,8.469608
170,2,4.5191226,5.2678704,9.746777,7.544246
170,3,2.724045,3.8217912,8.038999,9.147078
170,4,6.211282,6.48602,7.619303,6.2304735
170,5,6.808474,4.6637983,9.338199,7.484335
170,6,3.4011796,3.251059,3.7654555,8.821693
170,7,6.1066113,3.5259697,5.624521,7.8318443
171,1,3.0889752,3.3763351,10.031532,8.469213
171,2,4.527022,5.263439,9.737284,7.549775
171,3,2.716139,3.8158386,8.053401,9.145362
171,4,6.219236,6.484758,7.624373,6.217586
171,5,6.8011193,4.6709995,9.346,7.490668
171,6,3.3885484,3.233094,3.7758343,8.822954
171,7,6.092396,3.5180335,5.6154876,7.8011107
172,1,3.11171,3.3638597,10.008351,8.46663
172,2,4.520232,5.270205,9.740873,7.542784
172,3,2.7365146,3.8064494,8.060319,9.153307
172,4,6.2082443,6.4814277,7.6438227,6.211096
172,5,6.8109,4.645194,9.3352995,7.4871945
172,6,3.3870552,3.2476337,3.7742438,8.817991
172,7,6.0973506,3.5215287,5.615033,7.8108187
173,1,3.123539,3.382145,10.014125,8.478656
173,2,4.526025,5.256518,9.721353,7.5490856
173,3,2.7488408,3.7872505,8.057492,9.169136
173,4,6.2109404,6.470347,7.6518974,6.2125583
173,5,6.8065414,4.636239,9.332749,7.4878397
173,6,3.3867803,3.2323422,3.7738175,8.835958
173,7,6.088235,3.5349345,5.6155405,7.805826
174,1,3.1471937,3.3669975,10.004398,8.460469
174,2,4.5364084,5.2664957,9.708135,7.5507956
174,3,2.7664866,3.782711,8.070449,9.175844
174,4,6.2114897,6.465892,7.658218,6.216415
174,5,6.794976,4.610922,9.329505,7.477386
174,6,3.3827026,3.232951,3.7877166,8.837166
174,7,6.0909624,3.5120842,5.604944,7.8057895
175,1,3.1600764,3.3741565,9.99373,8.465414
175,2,4.524034,5.2751303,9.7176285,7.557395
175,3,2.7658622,3.771524,8.081046,9.174265
175,4,6.205926,6.4630976,7.665384,6.212108
175,5,6.8104997,4.6059237,9.32602,7.4960384
175,6,3.3760972,3.2238102,3.795703,8.840257
175,7,6.0856056,3.5293145,5.6034575,7.802743
176,1,3.1677046,3.370116,9.98725,8.468934
176,2,4.53789,5.2700586,9.7004,7.556326
176,3,2.7807827,3.7574096,8.097137,9.197869
176,4,6.2028384,6.440318,7.6704683,6.2112846
176,5,6.792608,4.581052,9.320181,7.480272
176,6,3.3722892,3.220435,3.8072758,8.842892
176,7,6.0842013,3.5198739,5.6037745,7.7901783
177,1,3.1934738,3.3656974,9.982106,8.462994
177,2,4.5449166,5.2740393,9.70306,7.557835
177,3,2.7932112,3.743784,8.105904,9.198389
177,4,6.197339,6.4572806,7.6824203,6.209059
177,5,6.7968507,4.565577,9.323713,7.489813
177,6,3.359898,3.2230027,3.80519,8.843298
177,7,6.083285,3.5248287,5.5918813,7.799815
178,1,3.1998284,3.3705812,9.967549,8.473241
178,2,4.5341525,5.2828016,9.696349,7.5542746
178,3,2.797443,3.731564,8.115214,9.206022
178,4,6.1907854,6.4472985,7.689705,6.2088003
178,5,6.7992706,4.545781,9.324635,7.4828897
178,6,3.3522701,3.2288673,3.8190987,8.847683
178,7,6.08226,3.5171254,5.5862145,7.801949
179,1,3.2227592,3.3724694,9.959449,8.468447
179,2,4.5311065,5.283415,9.682591,7.550386
179,3,2.8230827,3.7073312,8.1291485,9.219942
179,4,6.1874933,6.442656,7.6880856,6.2145343
179,5,6.795888,4.539617,9.314605,7.482568
179,6,3.3526707,3.227832,3.8250892,8.853779
179,7,6.0731263,3.5111394,5.583176,7.7825384
180,1,3.233049,3.3587818,9.954561,8.465856
180,2,4.5286317,5.283551,9.680575,7.5498533
180,3,2.8311183,3.6939697,8.135046,9.231178
180,4,6.1740923,6.435809,7.6924453,6.2114406
180,5,6.794856,4.5286813,9.321117,7.4885573
180,6,3.3486333,3.217556,3.8412778,8.849963
180,7,6.071055,3.5166268,5.5901976,7.790587
181,1,3.254443,3.3765652,9.934804,8.466356
181,2,4.5216303,5.2812886,9.677156,7.5498114
181,3,2.8365672,3.6795049,8.163343,9.233207
181,4,6.1762443,6.4279127,7.7063026,6.2259154
181,5,6.7991014,4.5195904,9.311614,7.483247
181,6,3.3410473,3.2268481,3.841226,8.849734
181,7,6.071475,3.5139625,5.5850654,7.796241
182,1,3.26749,3.3654797,9.935394,8.463876
182,2,4.537468,5.2762213,9.676558,7.5494843
182,3,2.8467586,3.6805465,8.161794,9.247203
182,4,6.1693406,6.4402366,7.710251,6.213462
182,5,6.801037,4.499715,9.323367,7.487165
182,6,3.3394012,3.2192216,3.8423939,8.85734
182,7,6.063857,3.5162644,5.579717,7.786379
183,1,3.2865841,3.372868,9.931345,8.462363
183,2,4.5295286,5.2764564,9.6679325,7.544603
183,3,2.8618689,3.667574,8.178326,9.244137
183,4,6.1618767,6.441626,7.715606,6.2094355
183,5,6.80828,4.4905725,9.315752,7.4902725
183,6,3.3328233,3.2166348,3.8451002,8.856216
183,7,6.0632143,3.50147,5.5818996,7.8086247
184,1,3.2952971,3.3707206,9.909415,8.461564
184,2,4.521575,5.2811117,9.667452,7.5325775
184,3,2.8626263,3.6554444,8.199289,9.246649
184,4,6.162409,6.44436,7.7363586,6.207167
184,5,6.799276,4.4748454,9.316785,7.4714165
184,6,3.3310127,3.2210603,3.85219,8.854758
184,7,6.0591784,3.4941,5.5748515,7.7744265
185,1,3.2998981,3.3740163,9.912743,8.459128
185,2,4.5408907,5.2825303,9.681702,7.543735
185,3,2.8778977,3.6518428,8.195113,9.250266
185,4,6.1396303,6.42224,7.7228503,6.209798
185,5,6.809282,4.4690638,9.330383,7.478473
185,6,3.3324478,3.2161698,3.8544014,8.852556
185,7,6.047386,3.5178382,5.5813966,7.7872467
186,1,3.3269234,3.374115,9.899898,8.470565
186,2,4.52822,5.2814035,9.667735,7.5341325
186,3,2.8843892,3.6311386,8.233902,9.259641
186,4,6.14433,6.4300737,7.744647,6.205323
186,5,6.815585,4.461202,9.323028,7.474467
186,6,3.3224933,3.23181,3.8630085,8.857804
186,7,6.0458117,3.519059,5.5830245,7.7781324
187,1,3.3406425,3.3792298,9.899708,8.462494
187,2,4.5262666,5.281476,9.666817,7.5406785
187,3,2.8923101,3.622256,8.227589,9.26582
187,4,6.135778,6.429759,7.7464323,6.1961513
187,5,6.8100595,4.4492607,9.333593,7.477947
187,6,3.3119214,3.2305896,3.8769438,8.873134
187,7,6.03729,3.508824,5.5783033,7.768624
188,1,3.3566976,3.3809867,9.883928,8.462728
188,2,4.520749,5.2830553,9.666946,7.536572
188,3,2.8923886,3.6099343,8.245672,9.270108
188,4,6.1377077,6.4124856,7.763755,6.1909194
188,5,6.8190055,4.4351907,9.3259535,7.481044
188,6,3.322361,3.2119834,3.8760624,8.862317
188,7,6.0280924,3.5240874,5.5832424,7.770647
189,1,3.3651078,3.3889198,9.872077,8.460663
189,2,4.5271444,5.2788687,9.665843,7.542802
189,3,2.9082763,3.5862434,8.255406,9.281346
189,4,6.1318808,6.423706,7.767477,6.1884995
189,5,6.8054743,4.4291625,9.33596,7.478811
189,6,3.315673,3.218534,3.8862677,8.863065
189,7,6.0281653,3.5184731,5.5853753,7.7719927
190,1,3.3884919,3.38982,9.87182,8.466664
190,2,4.5275354,5.282328,9.671915,7.539887
190,3,2.9096055,3.5796325,8.27017,9.282477
190,4,6.119787,6.4218025,7.7776113,6.1909256
190,5,6.814261,4.417402,9.34959,7.4835033
190,6,3.3163612,3.2253678,3.8834677,8.877404
190,7,6.022821,3.5321088,5.5860567,7.754624
191,1,3.392521,3.3924727,9.862567,8.471003
191,2,4.5331106,5.2953434,9.668489,7.535737
191,3,2.9193852,3.5765615,8.27668,9.294941
191,4,6.1167083,6.425331,7.780231,6.185948
191,5,6.801778,4.4051695,9.352094,7.485638
191,6,3.3147526,3.2163498,3.8945117,8.878955
191,7,6.0188317,3.5390687,5.594732,7.758206
192,1,3.3992019,3.4025574,9.863026,8.4846945
192,2,4.523755,5.290419,9.679522,7.5431976
192,3,2.939587,3.5726757,8.280342,9.306054
192,4,6.093841,6.417301,7.792346,6.190505
192,5,6.7905436,4.4048333,9.364471,7.484078
192,6,3.319839,3.2314343,3.8804626,8.86951
192,7,6.010614,3.5410504,5.6000447,7.7614393
193,1,3.4093773,3.3964894,9.854923,8.481033
193,2,4.5316267,5.3026953,9.686692,7.5386734
193,3,2.9285975,3.5476556,8.300834,9.313068
193,4,6.1001005,6.4230437,7.794402,6.1875362
193,5,6.788157,4.3910217,9.374516,7.476813
193,6,3.3196094,3.2233567,3.8998969,8.871967
193,7,5.996382,3.543326,5.6080537,7.771786
194,1,3.4225674,3.40309,9.853593,8.490285
194,2,4.52193,5.296371,9.690637,7.530243
194,3,2.9533525,3.5446382,8.298113,9.315112
194,4,6.09657,6.4261055,7.803599,6.1782856
194,5,6.785413,4.3744354,9.369559,7.484271
194,6,3.3028598,3.231161,3.8975384,8.878581
194,7,5.9945517,3.551622,5.6112566,7.7611804
195,1,3.439733,3.4055812,9.846741,8.484544
195,2,4.521955,5.2968154,9.68931,7.5329785
195,3,2.9563217,3.5329285,8.316474,9.319328
195,4,6.074668,6.431773,7.8284984,6.174632
195,5,6.77645,4.3755302,9.397034,7.4853644
195,6,3.3120322,3.2416694,3.8979092,8.875305
195,7,5.9973826,3.5360851,5.612904,7.7710047
196,1,3.4548163,3.4276967,9.830278,8.48291
196,2,4.5209126,5.30437,9.708477,7.5218897
196,3,2.9647622,3.5224419,8.327963,9.322296
196,4,6.064891,6.4306207,7.8327894,6.172462
196,5,6.782743,4.353424,9.392181,7.4917297
196,6,3.3049197,3.243358,3.9063883,8.885782
196,7,5.9823003,3.541432,5.6255064,7.766777
197,1,3.4637141,3.413789,9.834196,8.484383
197,2,4.5129366,5.2916613,9.717491,7.5258904
197,3,2.9781227,3.521562,8.330292,9.336516
197,4,6.062673,6.4228888,7.8329563,6.185004
197,5,6.7775598,4.345923,9.407704,7.503942
197,6,3.31306,3.2481499,3.9117453,8.878932
197,7,5.968221,3.5483837,5.644502,7.7836514
198,1,3.46926,3.438954,9.834352,8.498456
198,2,4.522747,5.293749,9.724502,7.519733
198,3,2.9939685,3.5102966,8.362425,9.339185
198,4,6.0498405,6.430831,7.8466706,6.1876454
198,5,6.7790146,4.338463,9.420017,7.511063
198,6,3.3145185,3.2425246,3.9208913,8.901482
198,7,5.963272,3.541628,5.6367373,7.7684083
199,1,3.4838386,3.4458,9.828213,8.498321
199,2,4.5137396,5.3083487,9.714706,7.506924
199,3,3.000129,3.4982305,8.361717,9.347953
199,4,6.041314,6.42187,7.8619795,6.193986
199,5,6.757964,4.334521,9.424959,7.5158057
199,6,3.3077407,3.249704,3.9189315,8.891407
199,7,5.9515977,3.552473,5.6542892,7.7803993
200,1,3.4907696,3.458636,9.830415,8.506636
200,2,4.50254,5.307936,9.70926,7.498064
200,3,2.999704,3.490691,8.380408,9.346445
200,4,6.028499,6.4239035,7.8630576,6.1936536
200,5,6.758953,4.308271,9.444347,7.5134435
200,6,3.3082118,3.2569847,3.9170458,8.895457
200,7,5.948769,3.5486026,5.676376,7.7677674
201,1,3.5105217,3.4741395,9.8256445,8.521419
201,2,4.5096927,5.3083353,9.718907,7.4990373
201,3,3.0092006,3.4859455,8.387952,9.3516445
201,4,6.023841,6.4331665,7.8854284,6.18936
201,5,6.757055,4.3074346,9.436347,7.5200768
201,6,3.3094249,3.2609603,3.921457,8.886385
201,7,5.9367,3.5653625,5.6636896,7.7846355
202,1,3.5085158,3.4847367,9.81365,8.521545
202,2,4.51046,5.2988734,9.727262,7.490647
202,3,3.027544,3.465447,8.400589,9.357284
202,4,6.0095854,6.426576,7.900835,6.198888
202,5,6.7533445,4.3002706,9.455278,7.5283284
202,6,3.313169,3.2686715,3.913768,8.881066
202,7,5.9246306,3.5585835,5.673183,7.78909
203,1,3.5265598,3.487948,9.809688,8.532547
203,2,4.498769,5.3197064,9.732712,7.4880824
203,3,3.0335262,3.4537113,8.421827,9.355775
203,4,6.0014935,6.4218,7.9077888,6.1951966
203,5,6.74467,4.2875943,9.459019,7.5368934
203,6,3.3197465,3.2690125,3.924563,8.890533
203,7,5.9112163,3.5765793,5.682473,7.781255
204,1,3.537152,3.5051854,9.807997,8.548725
204,2,4.4972386,5.3082705,9.729986,7.499039
204,3,3.0524185,3.441321,8.434345,9.355449
204,4,5.9961157,6.422438,7.925979,6.1999617
204,5,6.7490473,4.2818174,9.482785,7.540526
204,6,3.3217442,3.2708626,3.932485,8.898906
204,7,5.9126215,3.5855489,5.7003036,7.794621
205,1,3.5570118,3.5053124,9.798776,8.554757
205,2,4.486776,5.321415,9.740126,7.483729
205,3,3.0560246,3.4314818,8.456176,9.36095
205,4,5.9786196,6.412927,7.932157,6.1969776
205,5,6.7439375,4.264483,9.495141,7.5383816
205,6,3.318309,3.2836995,3.9348853,8.888293
205,7,5.9054904,3.591739,5.71031,7.7902226
206,1,3.5621421,3.522447,9.799791,8.566555
206,2,4.480174,5.3171983,9.742792,7.479215
206,3,3.081831,3.4343605,8.477794,9.367043
206,4,5.966075,6.4324417,7.955898,6.1919193
206,5,6.7470274,4.261908,9.512254,7.5470176
206,6,3.3205628,3.2831235,3.937055,8.880957
206,7,5.8995733,3.591493,5.721338,7.78885
207,1,3.5622354,3.5223293,9.801227,8.582602
207,2,4.4873505,5.327774,9.741986,7.4786196
207,3,3.0918636,3.4286199,8.490727,9.373977
207,4,5.942554,6.4179354,7.9584255,6.1899676
207,5,6.7420936,4.2672205,9.5197115,7.550078
207,6,3.321095,3.2935238,3.9387991,8.885431
207,7,5.8972244,3.5956275,5.72158,7.802802
208,1,3.5809257,3.5384018,9.795594,8.595646
208,2,4.4844604,5.3429694,9.756981,7.477304
208,3,3.0978189,3.420456,8.508509,9.37581
208,4,5.9515433,6.415727,7.969723,6.19334
208,5,6.731963,4.248037,9.538152,7.560841
208,6,3.3222222,3.2975793,3.9400656,8.88218
208,7,5.894436,3.6082337,5.7507133,7.80402
209,1,3.6001287,3.549804,9.786674,8.606072
209,2,4.480647,5.341498,9.756717,7.472618
209,3,3.1136901,3.4169533,8.510842,9.378412
209,4,5.936948,6.4221888,7.984002,6.190125
209,5,6.7264595,4.2399487,9.543382,7.5649395
209,6,3.3211677,3.306218,3.942001,8.9022665
209,7,5.897113,3.6041598,5.750678,7.7963595
210,1,3.5974908,3.550446,9.778892,8.620774
210,2,4.4864893,5.356585,9.768328,7.4762354
210,3,3.1220682,3.406824,8.525756,9.378391
210,4,5.927472,6.4358582,7.9995437,6.1790648
210,5,6.737624,4.2452106,9.541555,7.5673294
210,6,3.3388016,3.3041153,3.9381878,8.884543
210,7,5.885372,3.6079013,5.7738833,7.815504
211,1,3.6217723,3.5657234,9.788013,8.64058
211,2,4.481936,5.352116,9.761663,7.481405
211,3,3.126122,3.400346,8.541713,9.38088
211,4,5.912688,6.432831,8.025063,6.1971216
211,5,6.716096,4.228945,9.564145,7.5728803
211,6,3.3377056,3.3137193,3.9601815,8.897894
211,7,5.8799715,3.6117146,5.7879167,7.820714
212,1,3.6213367,3.56688,9.769468,8.656908
212,2,4.4766617,5.3748703,9.772489,7.472417
212,3,3.1373143,3.4088893,8.544145,9.383173
212,4,5.9138794,6.4441137,8.037249,6.186743
212,5,6.710687,4.2247753,9.577999,7.572207
212,6,3.3346736,3.3220978,3.9486895,8.8867445
212,7,5.873607,3.6195705,5.7985454,7.822928
213,1,3.609676,3.5896697,9.7805605,8.674984
213,2,4.4859953,5.374573,9.770809,7.476204
213,3,3.1450624,3.3949966,8.557466,9.389531
213,4,5.9046273,6.4440026,8.04014,6.183065
213,5,6.696721,4.2194595,9.582842,7.5770383
213,6,3.3435192,3.319941,3.9644704,8.8926935
213,7,5.8842134,3.6183383,5.803074,7.831075
214,1,3.6205113,3.6066387,9.768852,8.696249
214,2,4.4799943,5.396192,9.778716,7.4757757
214,3,3.1627793,3.3824859,8.5615835,9.393334
214,4,5.8853636,6.457869,8.06054,6.177748
214,5,6.6904287,4.2064037,9.601848,7.577583
214,6,3.3384964,3.3223743,3.9606638,8.8871155
214,7,5.869969,3.6232426,5.8061576,7.8303833
215,1,3.6187882,3.610704,9.7618885,8.713947
215,2,4.4774413,5.404862,9.788716,7.4672546
215,3,3.1553216,3.369201,8.592716,9.3992195
215,4,5.8910494,6.450212,8.075373,6.1840887
215,5,6.6975603,4.1936126,9.608691,7.5789337
215,6,3.3362,3.3322263,3.9589183,8.895774
215,7,5.8709173,3.6313024,5.8242345,7.831465
216,1,3.6195617,3.6163056,9.756342,8.7455
216,2,4.470886,5.4076843,9.781569,7.4626703
216,3,3.1741612,3.3704362,8.593551,9.393752
216,4,5.871313,6.459086,8.079748,6.1797466
216,5,6.6844664,4.1816454,9.627792,7.581162
216,6,3.33826,3.3354805,3.9624672,8.905594
216,7,5.862066,3.6420467,5.8350444,7.84473
217,1,3.624786,3.6276002,9.755568,8.75341
217,2,4.4739046,5.4187007,9.790901,7.4526973
217,3,3.1742804,3.36073,8.606985,9.393867
217,4,5.859347,6.4703875,8.114817,6.1810884
217,5,6.6772475,4.1781816,9.64501,7.583685
217,6,3.3340518,3.3418527,3.9610882,8.895098
217,7,5.8601923,3.6553721,5.8478937,7.8495164
218,1,3.6227741,3.6505096,9.750715,8.788216
218,2,4.474791,5.435165,9.790683,7.4497485
218,3,3.1808095,3.358235,8.629024,9.396741
218,4,5.859037,6.4662843,8.103632,6.177857
218,5,6.6702867,4.176107,9.649882,7.586083
218,6,3.3382072,3.3449242,3.9768817,8.89654
218,7,5.8467665,3.6652799,5.8606257,7.855143
219,1,3.6211753,3.6633804,9.751325,8.804606
219,2,4.477067,5.4451346,9.789649,7.444545
219,3,3.1849637,3.3448174,8.647475,9.395878
219,4,5.8480387,6.4811907,8.12759,6.177443
219,5,6.670265,4.1761312,9.661227,7.59884
219,6,3.3347135,3.35382,3.9734578,8.902939
219,7,5.841653,3.6688037,5.8667793,7.861938
220,1,3.6254368,3.656552,9.748105,8.823168
220,2,4.4786654,5.4528003,9.793701,7.442251
220,3,3.1731648,3.333847,8.652628,9.400653
220,4,5.8511276,6.4648843,8.13305,6.1844378
220,5,6.6531205,4.1647224,9.667852,7.6161385
220,6,3.339445,3.3492572,3.9789712,8.89901
220,7,5.848759,3.6880863,5.8746676,7.87161
221,1,3.6311767,3.6705213,9.748887,8.84212
221,2,4.4695563,5.4603405,9.7918415,7.435649
221,3,3.190045,3.3318715,8.679098,9.403025
221,4,5.8373256,6.469655,8.150519,6.187365
221,5,6.6526384,4.1659465,9.684109,7.621507
221,6,3.339707,3.360241,3.9782817,8.907946
221,7,5.8434014,3.7027755,5.890229,7.87481
222,1,3.6240375,3.6653266,9.748105,8.863778
222,2,4.4773946,5.476496,9.795762,7.4401336
222,3,3.203811,3.328853,8.691647,9.405957
222,4,5.840637,6.4768114,8.1635,6.1874275
222,5,6.6503205,4.158558,9.701478,7.6234293
222,6,3.3434296,3.3489444,3.9817626,8.905141
222,7,5.8259225,3.714316,5.9007635,7.9016294
223,1,3.6134224,3.6722195,9.757504,8.89565
223,2,4.476034,5.4780083,9.788605,7.4345193
223,3,3.197576,3.3324208,8.690046,9.403361
223,4,5.8254004,6.476064,8.177322,6.1871567
223,5,6.645158,4.1480794,9.712418,7.6295652
223,6,3.337358,3.3650036,3.9900053,8.8997
223,7,5.8263216,3.7164829,5.8988166,7.900984
224,1,3.6149325,3.6695278,9.75175,8.909465
224,2,4.497185,5.4724627,9.792862,7.444077
224,3,3.2084312,3.3285859,8.702808,9.409529
224,4,5.8079443,6.4710565,8.199498,6.189937
224,5,6.642911,4.141186,9.725671,7.643309
224,6,3.3359032,3.3682506,3.9869547,8.898037
224,7,5.8196073,3.7324405,5.9184647,7.9099216
225,1,3.6224227,3.6741989,9.741181,8.918418
225,2,4.4875154,5.490585,9.780339,7.4414773
225,3,3.2117622,3.3150172,8.716044,9.409699
225,4,5.8022194,6.4749823,8.205876,6.1870956
225,5,6.6323442,4.138043,9.737829,7.649137
225,6,3.3379943,3.3813312,3.9905581,8.894331
225,7,5.81149,3.7437217,5.924818,7.9292645
226,1,3.6125755,3.6749883,9.745791,8.948578
226,2,4.481917,5.492392,9.785165,7.4168615
226,3,3.2139049,3.3087852,8.74034,9.414319
226,4,5.8111224,6.4973516,8.232824,6.1830335
226,5,6.62715,4.1366425,9.751789,7.657879
226,6,3.3320415,3.3879905,3.9963984,8.885341
226,7,5.8068743,3.7509704,5.9583263,7.9322176
227,1,3.6080189,3.6728091,9.742879,8.978404
227,2,4.490264,5.500146,9.773264,7.4455185
227,3,3.2187698,3.3023047,8.748541,9.410576
227,4,5.7961836,6.493534,8.241638,6.1874146
227,5,6.6176996,4.133332,9.762161,7.6771116
227,6,3.3388672,3.3906035,3.9992268,8.90301
227,7,5.812876,3.753862,5.957125,7.944787
228,1,3.597016,3.6760826,9.747062,8.990547
228,2,4.4815927,5.5138497,9.776682,7.430954
228,3,3.2376602,3.299914,8.770809,9.418391
228,4,5.7849946,6.4875107,8.247702,6.192839
228,5,6.615557,4.131631,9.779681,7.676697
228,6,3.3331223,3.4036555,4.0038333,8.901089
228,7,5.806132,3.7637393,5.956036,7.947736
229,1,3.5942123,3.676231,9.747784,9.005853
229,2,4.4934616,5.520482,9.774058,7.421225
229,3,3.2396653,3.3045387,8.785624,9.419569
229,4,5.7830863,6.49476,8.26735,6.1796765
229,5,6.619368,4.1227503,9.784634,7.687592
229,6,3.3275445,3.4093518,4.0074253,8.904518
229,7,5.808224,3.7773597,5.9602423,7.9540524
230,1,3.5855687,3.6788762,9.742308,9.028373
230,2,4.4980035,5.5392733,9.772135,7.428272
230,3,3.234221,3.2986794,8.795715,9.422886
230,4,5.7673097,6.497176,8.289288,6.195684
230,5,6.6133986,4.119739,9.801214,7.7111707
230,6,3.3361096,3.410066,4.009737,8.907195
230,7,5.8023863,3.7774403,5.975949,7.9582553
231,1,3.5747738,3.672892,9.746852,9.044917
231,2,4.4868174,5.533945,9.76991,7.4241753
